GO.ID	Term	Annotated	Significant	Expected	parentchildFisher	parentchildFisher_fdr
GO:0048471	perinuclear region of cytoplasm	22	4	0.86	0.00981	0.22672
GO:0030981	cortical microtubule cytoskeleton	31	9	1.21	0.01193	0.269721739130435
GO:0097708	intracellular vesicle	634	43	24.74	0.01289	0.285225531914894
GO:0031300	intrinsic component of organelle membran...	183	9	7.14	0.01464	0.31454693877551
GO:0019867	outer membrane	123	10	4.8	0.01482	0.31454693877551
GO:0016281	eukaryotic translation initiation factor...	4	2	0.16	0.01536	0.319488
GO:0005905	clathrin-coated pit	30	5	1.17	0.01594	0.325050980392157
GO:0009707	chloroplast outer membrane	63	5	2.46	0.01674	0.3348
GO:0000813	ESCRT I complex	8	2	0.31	0.01969	0.384222222222222
GO:0098805	whole membrane	1022	50	39.89	0.01995	0.384222222222222
GO:0031982	vesicle	705	45	27.51	0.02284	0.431883636363636
GO:0005815	microtubule organizing center	57	6	2.22	0.02385	0.442928571428571
GO:0032586	protein storage vacuole membrane	9	2	0.35	0.02464	0.449571929824561
GO:0030135	coated vesicle	136	15	5.31	0.02562	0.4576
GO:0016607	nuclear speck	81	19	3.16	0.02606	0.4576
GO:0015630	microtubule cytoskeleton	295	40	11.51	0.02686	0.4576
GO:0005763	mitochondrial small ribosomal subunit	16	2	0.62	0.02692	0.4576
GO:0030125	clathrin vesicle coat	11	2	0.43	0.02728	0.4576
GO:0005643	nuclear pore	65	8	2.54	0.02800	0.462222222222222
GO:0031306	intrinsic component of mitochondrial out...	18	3	0.7	0.03161	0.5136625
GO:0035618	root hair	10	2	0.39	0.03236	0.51776
GO:0031968	organelle outer membrane	122	10	4.76	0.03444	0.542690909090909
GO:0031410	cytoplasmic vesicle	633	43	24.7	0.03736	0.579916417910448
GO:0005637	nuclear inner membrane	10	2	0.39	0.04242	0.648776470588235
GO:0019898	extrinsic component of membrane	84	7	3.28	0.04690	0.706898550724638
GO:0005771	multivesicular body	24	4	0.94	0.04794	0.712251428571429
GO:0010319	stromule	36	4	1.41	0.05143	0.753340845070423
GO:0090734	site of DNA damage	10	2	0.39	0.05621	0.811922222222222
GO:0098590	plasma membrane region	58	5	2.26	0.06076	0.865621917808219
GO:0031307	integral component of mitochondrial oute...	18	3	0.7	0.06161	0.86587027027027
GO:0031510	SUMO activating enzyme complex	1	1	0.04	0.06294	0.872642105263158
GO:0005741	mitochondrial outer membrane	55	4	2.15	0.06377	0.872642105263158
GO:0005685	U1 snRNP	24	4	0.94	0.06566	0.882133333333333
GO:0034399	nuclear periphery	24	3	0.94	0.06616	0.882133333333333
GO:0110165	cellular anatomical entity	19204	754	749.49	0.06903	0.908749367088608
GO:0009514	glyoxysome	8	2	0.31	0.07070	0.9191
GO:0000327	lytic vacuole within protein storage vac...	1	1	0.04	0.07353	0.944088888888889
GO:0071012	catalytic step 1 spliceosome	9	2	0.35	0.07500	0.947004651162791
GO:0010445	nuclear dicing body	6	3	0.23	0.07678	0.947004651162791
GO:0032585	multivesicular body membrane	7	2	0.27	0.07817	0.947004651162791
GO:0010168	ER body	10	2	0.39	0.07824	0.947004651162791
GO:0070971	endoplasmic reticulum exit site	12	2	0.47	0.07831	0.947004651162791
GO:0009527	plastid outer membrane	66	5	2.58	0.08520	1
GO:0000789	cytoplasmic chromatin	1	1	0.04	0.08559	1
GO:0098791	Golgi apparatus subcompartment	352	25	13.74	0.08949	1
GO:0030133	transport vesicle	60	6	2.34	0.09206	1
GO:0005797	Golgi medial cisterna	4	1	0.16	0.09524	1
GO:0005730	nucleolus	504	45	19.67	0.09629	1
GO:0045277	respiratory chain complex IV	11	2	0.43	0.09884	1
GO:0031298	replication fork protection complex	10	2	0.39	0.09899	1
GO:0098807	chloroplast thylakoid membrane protein c...	16	2	0.62	0.09984	1
GO:0098573	intrinsic component of mitochondrial mem...	46	3	1.8	0.10014	1
GO:0061574	ASAP complex	2	1	0.08	0.10569	1
GO:0044615	nuclear pore nuclear basket	2	1	0.08	0.10569	1
GO:0005751	mitochondrial respiratory chain complex ...	6	1	0.23	0.10642	1
GO:0031984	organelle subcompartment	878	42	34.27	0.10781	1
GO:1902493	acetyltransferase complex	58	4	2.26	0.10893	1
GO:0030093	chloroplast photosystem I	3	1	0.12	0.11103	1
GO:0036464	cytoplasmic ribonucleoprotein granule	79	7	3.08	0.11219	1
GO:0031228	intrinsic component of Golgi membrane	33	3	1.29	0.11289	1
GO:0043564	Ku70:Ku80 complex	2	1	0.08	0.11617	1
GO:0070274	RES complex	2	1	0.08	0.11617	1
GO:0099081	supramolecular polymer	228	28	8.9	0.11722	1
GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	4	1	0.16	0.11737	1
GO:1990071	TRAPPII protein complex	2	1	0.08	0.11971	1
GO:0032588	trans-Golgi network membrane	14	2	0.55	0.12584	1
GO:0000314	organellar small ribosomal subunit	18	2	0.7	0.12696	1
GO:0000124	SAGA complex	16	2	0.62	0.12767	1
GO:0031975	envelope	1223	56	47.73	0.12852	1
GO:0005640	nuclear outer membrane	3	1	0.12	0.13263	1
GO:0031201	SNARE complex	53	5	2.07	0.13527	1
GO:0061927	TOC-TIC supercomplex I	3	1	0.12	0.13822	1
GO:0030956	glutamyl-tRNA(Gln) amidotransferase comp...	3	1	0.12	0.14006	1
GO:0005846	nuclear cap binding complex	3	1	0.12	0.14029	1
GO:0005769	early endosome	41	4	1.6	0.14350	1
GO:1990316	Atg1/ULK1 kinase complex	3	1	0.12	0.14716	1
GO:0018995	host cellular component	4	1	0.16	0.14805	1
GO:0012511	monolayer-surrounded lipid storage body	21	2	0.82	0.15239	1
GO:0031902	late endosome membrane	70	5	2.73	0.15253	1
GO:1990415	Pex17p-Pex14p docking complex	3	1	0.12	0.15429	1
GO:0031901	early endosome membrane	15	2	0.59	0.15603	1
GO:0030692	Noc4p-Nop14p complex	2	1	0.08	0.16639	1
GO:0030139	endocytic vesicle	11	2	0.43	0.16795	1
GO:0030870	Mre11 complex	3	1	0.12	0.16910	1
GO:0030689	Noc complex	3	1	0.12	0.16910	1
GO:0000932	P-body	62	7	2.42	0.16966	1
GO:0030658	transport vesicle membrane	49	4	1.91	0.17425	1
GO:0000311	plastid large ribosomal subunit	6	1	0.23	0.17647	1
GO:0031350	intrinsic component of plastid membrane	23	2	0.9	0.18219	1
GO:0009330	DNA topoisomerase type II (double strand...	4	1	0.16	0.18225	1
GO:0072686	mitotic spindle	11	2	0.43	0.18227	1
GO:0034663	endoplasmic reticulum chaperone complex	4	1	0.16	0.18331	1
GO:0070062	extracellular exosome	11	1	0.43	0.19019	1
GO:0005853	eukaryotic translation elongation factor...	4	1	0.16	0.19396	1
GO:0012507	ER to Golgi transport vesicle membrane	35	3	1.37	0.19588	1
GO:1904949	ATPase complex	25	2	0.98	0.19883	1
GO:0030124	AP-4 adaptor complex	4	1	0.16	0.20000	1
GO:1990429	peroxisomal importomer complex	3	1	0.12	0.20000	1
GO:0030286	dynein complex	6	1	0.23	0.21698	1
GO:0030173	integral component of Golgi membrane	33	3	1.29	0.21749	1
GO:0000118	histone deacetylase complex	17	2	0.66	0.21993	1
GO:0046658	anchored component of plasma membrane	171	4	6.67	0.22039	1
GO:0030118	clathrin coat	20	2	0.78	0.22184	1
GO:0000427	plastid-encoded plastid RNA polymerase c...	6	1	0.23	0.22309	1
GO:0044614	nuclear pore cytoplasmic filaments	5	1	0.2	0.24376	1
GO:0000229	cytoplasmic chromosome	19	2	0.74	0.25481	1
GO:0030015	CCR4-NOT core complex	18	2	0.7	0.25558	1
GO:0005770	late endosome	104	7	4.06	0.25734	1
GO:0012506	vesicle membrane	105	6	4.1	0.25778	1
GO:0005782	peroxisomal matrix	5	1	0.2	0.25793	1
GO:0030008	TRAPP complex	6	1	0.23	0.26092	1
GO:0009533	chloroplast stromal thylakoid	9	1	0.35	0.26296	1
GO:0033263	CORVET complex	6	1	0.23	0.26330	1
GO:0035145	exon-exon junction complex	5	1	0.2	0.26566	1
GO:0070552	BRISC complex	5	1	0.2	0.26566	1
GO:0099086	synaptonemal structure	8	1	0.31	0.27421	1
GO:0005669	transcription factor TFIID complex	20	2	0.78	0.27557	1
GO:0009547	plastid ribosome	8	1	0.31	0.28625	1
GO:0000407	phagophore assembly site	27	2	1.05	0.28674	1
GO:0009531	secondary cell wall	15	1	0.59	0.28698	1
GO:0070603	SWI/SNF superfamily-type complex	25	2	0.98	0.28698	1
GO:0031977	thylakoid lumen	70	4	2.73	0.29532	1
GO:0030662	coated vesicle membrane	76	5	2.97	0.29799	1
GO:0034388	Pwp2p-containing subcomplex of 90S preri...	6	1	0.23	0.29863	1
GO:0030660	Golgi-associated vesicle membrane	64	4	2.5	0.29896	1
GO:0045261	proton-transporting ATP synthase complex...	15	1	0.59	0.30000	1
GO:0009579	thylakoid	596	26	23.26	0.30836	1
GO:0043596	nuclear replication fork	28	2	1.09	0.30866	1
GO:0032116	SMC loading complex	6	1	0.23	0.30966	1
GO:0070531	BRCA1-A complex	6	1	0.23	0.30966	1
GO:0031907	microbody lumen	5	1	0.2	0.30999	1
GO:0015935	small ribosomal subunit	135	5	5.27	0.31462	1
GO:0009507	chloroplast	2532	107	98.82	0.31815	1
GO:0031248	protein acetyltransferase complex	58	4	2.26	0.31815	1
GO:0005852	eukaryotic translation initiation factor...	22	2	0.86	0.32231	1
GO:0120114	Sm-like protein family complex	86	6	3.36	0.32378	1
GO:0044611	nuclear pore inner ring	7	1	0.27	0.32382	1
GO:0044613	nuclear pore central transport channel	7	1	0.27	0.32382	1
GO:0036452	ESCRT complex	22	2	0.86	0.32413	1
GO:0031351	integral component of plastid membrane	23	2	0.9	0.32535	1
GO:0061695	transferase complex, transferring phosph...	204	8	7.96	0.32793	1
GO:0042579	microbody	261	15	10.19	0.32929	1
GO:0055035	plastid thylakoid membrane	427	15	16.66	0.33215	1
GO:0031354	intrinsic component of plastid outer mem...	17	2	0.66	0.33698	1
GO:0035061	interchromatin granule	2	1	0.08	0.33850	1
GO:0032040	small-subunit processome	47	5	1.83	0.34101	1
GO:0019897	extrinsic component of plasma membrane	18	2	0.7	0.34152	1
GO:0009898	cytoplasmic side of plasma membrane	18	2	0.7	0.34258	1
GO:0035770	ribonucleoprotein granule	79	7	3.08	0.34401	1
GO:0005776	autophagosome	24	2	0.94	0.34583	1
GO:0016593	Cdc73/Paf1 complex	7	1	0.27	0.34598	1
GO:0070993	translation preinitiation complex	23	2	0.9	0.34623	1
GO:0009544	chloroplast ATP synthase complex	3	1	0.12	0.35000	1
GO:0099513	polymeric cytoskeletal fiber	228	28	8.9	0.35075	1
GO:0000346	transcription export complex	7	1	0.27	0.35102	1
GO:0009986	cell surface	11	1	0.43	0.35642	1
GO:1905368	peptidase complex	120	5	4.68	0.36390	1
GO:0030014	CCR4-NOT complex	26	2	1.01	0.36693	1
GO:0008023	transcription elongation factor complex	23	2	0.9	0.37271	1
GO:0010287	plastoglobule	79	4	3.08	0.37601	1
GO:0005746	mitochondrial respirasome	98	2	3.82	0.37852	1
GO:0030130	clathrin coat of trans-Golgi network ves...	7	1	0.27	0.37902	1
GO:0032592	integral component of mitochondrial memb...	44	3	1.72	0.37950	1
GO:0070847	core mediator complex	7	1	0.27	0.38123	1
GO:0032153	cell division site	12	1	0.47	0.38171	1
GO:0043230	extracellular organelle	11	1	0.43	0.38574	1
GO:0089701	U2AF complex	8	1	0.31	0.38992	1
GO:0000325	plant-type vacuole	175	10	6.83	0.39244	1
GO:0030532	small nuclear ribonucleoprotein complex	79	6	3.08	0.39272	1
GO:0032044	DSIF complex	5	1	0.2	0.39526	1
GO:0034518	RNA cap binding complex	9	1	0.35	0.39545	1
GO:0031234	extrinsic component of cytoplasmic side ...	10	1	0.39	0.39623	1
GO:0005788	endoplasmic reticulum lumen	40	3	1.56	0.39895	1
GO:0009535	chloroplast thylakoid membrane	426	15	16.63	0.40666	1
GO:0030686	90S preribosome	27	3	1.05	0.41008	1
GO:0031358	intrinsic component of chloroplast outer...	17	2	0.66	0.41030	1
GO:0055028	cortical microtubule	28	9	1.09	0.41612	1
GO:0008352	katanin complex	4	1	0.16	0.42009	1
GO:0012510	trans-Golgi network transport vesicle me...	9	1	0.35	0.42083	1
GO:0030684	preribosome	83	7	3.24	0.42556	1
GO:0000313	organellar ribosome	50	3	1.95	0.42765	1
GO:0048475	coated membrane	65	3	2.54	0.42848	1
GO:0098552	side of membrane	37	2	1.44	0.42944	1
GO:0016514	SWI/SNF complex	6	1	0.23	0.43000	1
GO:0005793	endoplasmic reticulum-Golgi intermediate...	29	2	1.13	0.43044	1
GO:0005802	trans-Golgi network	312	23	12.18	0.44103	1
GO:0009295	nucleoid	62	3	2.42	0.44164	1
GO:0031461	cullin-RING ubiquitin ligase complex	191	7	7.45	0.44191	1
GO:0071006	U2-type catalytic step 1 spliceosome	9	2	0.35	0.44657	1
GO:0045334	clathrin-coated endocytic vesicle	3	1	0.12	0.44980	1
GO:0009501	amyloplast	14	1	0.55	0.44986	1
GO:0030132	clathrin coat of coated pit	7	1	0.27	0.45643	1
GO:0031332	RNAi effector complex	8	1	0.31	0.46349	1
GO:0009532	plastid stroma	769	31	30.01	0.46616	1
GO:0070461	SAGA-type complex	18	2	0.7	0.46962	1
GO:0071007	U2-type catalytic step 2 spliceosome	5	1	0.2	0.48267	1
GO:0005773	vacuole	1184	60	46.21	0.48336	1
GO:0046695	SLIK (SAGA-like) complex	5	1	0.2	0.49020	1
GO:0030119	AP-type membrane coat adaptor complex	20	1	0.78	0.49038	1
GO:0005801	cis-Golgi network	14	1	0.55	0.49303	1
GO:0031519	PcG protein complex	11	1	0.43	0.49319	1
GO:0042788	polysomal ribosome	96	4	3.75	0.49498	1
GO:0010005	cortical microtubule, transverse to long...	14	5	0.55	0.50000	1
GO:0034515	proteasome storage granule	5	1	0.2	0.50000	1
GO:0071004	U2-type prespliceosome	28	5	1.09	0.50000	1
GO:0000445	THO complex part of transcription export...	7	1	0.27	0.50000	1
GO:0005847	mRNA cleavage and polyadenylation specif...	8	1	0.31	0.50000	1
GO:0071010	prespliceosome	28	5	1.09	0.50147	1
GO:0097346	INO80-type complex	18	2	0.7	0.51000	1
GO:1905354	exoribonuclease complex	21	1	0.82	0.51002	1
GO:0000812	Swr1 complex	6	1	0.23	0.51533	1
GO:0008541	proteasome regulatory particle, lid subc...	13	1	0.51	0.51687	1
GO:1903561	extracellular vesicle	11	1	0.43	0.51853	1
GO:0035619	root hair tip	7	1	0.27	0.52569	1
GO:0005838	proteasome regulatory particle	32	2	1.25	0.52593	1
GO:0022624	proteasome accessory complex	32	2	1.25	0.52593	1
GO:0000791	euchromatin	8	1	0.31	0.52887	1
GO:0033202	DNA helicase complex	15	1	0.59	0.53052	1
GO:0005876	spindle microtubule	15	2	0.59	0.53235	1
GO:0044815	DNA packaging complex	70	4	2.73	0.53336	1
GO:1902911	protein kinase complex	68	3	2.65	0.53383	1
GO:0031355	integral component of plastid outer memb...	17	2	0.66	0.53755	1
GO:0016592	mediator complex	50	3	1.95	0.53837	1
GO:0005761	mitochondrial ribosome	42	2	1.64	0.54030	1
GO:0101031	chaperone complex	14	1	0.55	0.54322	1
GO:0060187	cell pole	20	1	0.78	0.55134	1
GO:0005819	spindle	96	7	3.75	0.55181	1
GO:0009654	photosystem II oxygen evolving complex	24	1	0.94	0.55344	1
GO:0005657	replication fork	47	2	1.83	0.55575	1
GO:0071013	catalytic step 2 spliceosome	56	3	2.19	0.56424	1
GO:0005667	transcription regulator complex	130	7	5.07	0.56710	1
GO:1990351	transporter complex	15	1	0.59	0.56815	1
GO:0000922	spindle pole	21	1	0.82	0.56897	1
GO:0005795	Golgi stack	55	4	2.15	0.56954	1
GO:0033178	proton-transporting two-sector ATPase co...	25	1	0.98	0.57097	1
GO:0000347	THO complex	14	1	0.55	0.57902	1
GO:0099023	vesicle tethering complex	75	4	2.93	0.58907	1
GO:0009526	plastid envelope	724	30	28.26	0.58989	1
GO:0009941	chloroplast envelope	703	29	27.44	0.59159	1
GO:0000974	Prp19 complex	16	1	0.62	0.59172	1
GO:0005747	mitochondrial respiratory chain complex ...	59	1	2.3	0.59719	1
GO:0042644	chloroplast nucleoid	22	1	0.86	0.60221	1
GO:0005849	mRNA cleavage factor complex	16	1	0.62	0.60368	1
GO:0005665	RNA polymerase II, core complex	22	1	0.86	0.60375	1
GO:0016021	integral component of membrane	6447	109	251.61	0.60387	1
GO:0070069	cytochrome complex	37	2	1.44	0.60582	1
GO:0005684	U2-type spliceosomal complex	56	9	2.19	0.60956	1
GO:0010008	endosome membrane	184	8	7.18	0.61038	1
GO:0008540	proteasome regulatory particle, base sub...	17	1	0.66	0.61402	1
GO:0005768	endosome	454	23	17.72	0.61892	1
GO:1990234	transferase complex	585	19	22.83	0.61985	1
GO:0000781	chromosome, telomeric region	34	1	1.33	0.62079	1
GO:0031225	anchored component of membrane	318	5	12.41	0.62869	1
GO:0017119	Golgi transport complex	15	1	0.59	0.63178	1
GO:0032993	protein-DNA complex	99	5	3.86	0.63291	1
GO:0010494	cytoplasmic stress granule	22	2	0.86	0.63338	1
GO:0016602	CCAAT-binding factor complex	19	1	0.74	0.63413	1
GO:0000178	exosome (RNase complex)	20	1	0.78	0.63518	1
GO:0031967	organelle envelope	1223	56	47.73	0.64014	1
GO:0030688	preribosome, small subunit precursor	11	1	0.43	0.64520	1
GO:0016605	PML body	5	1	0.2	0.64965	1
GO:0000315	organellar large ribosomal subunit	32	1	1.25	0.64974	1
GO:0098562	cytoplasmic side of membrane	30	2	1.17	0.65315	1
GO:0016459	myosin complex	19	1	0.74	0.65458	1
GO:0030117	membrane coat	65	3	2.54	0.65702	1
GO:0031597	cytosolic proteasome complex	10	1	0.39	0.66684	1
GO:0000784	nuclear chromosome, telomeric region	24	1	0.94	0.66787	1
GO:0009570	chloroplast stroma	750	30	29.27	0.67478	1
GO:0000123	histone acetyltransferase complex	49	4	1.91	0.67522	1
GO:1903293	phosphatase complex	33	1	1.29	0.67627	1
GO:0043189	H4/H2A histone acetyltransferase complex	15	1	0.59	0.68182	1
GO:0098803	respiratory chain complex	106	3	4.14	0.68217	1
GO:0000159	protein phosphatase type 2A complex	23	1	0.9	0.68643	1
GO:0043231	intracellular membrane-bounded organelle	11429	541	446.05	0.69181	1
GO:0034357	photosynthetic membrane	447	15	17.45	0.69233	1
GO:0005832	chaperonin-containing T-complex	11	1	0.43	0.70647	1
GO:0009522	photosystem I	44	1	1.72	0.71445	1
GO:0005884	actin filament	11	1	0.43	0.71633	1
GO:0042995	cell projection	95	3	3.71	0.72608	1
GO:0030659	cytoplasmic vesicle membrane	103	6	4.02	0.72735	1
GO:0030880	RNA polymerase complex	123	5	4.8	0.72871	1
GO:0000176	nuclear exosome (RNase complex)	15	1	0.59	0.73028	1
GO:0000307	cyclin-dependent protein kinase holoenzy...	52	2	2.03	0.73212	1
GO:0005887	integral component of plasma membrane	152	2	5.93	0.73408	1
GO:0000794	condensed nuclear chromosome	34	1	1.33	0.75933	1
GO:0000243	commitment complex	15	2	0.59	0.76458	1
GO:0042646	plastid nucleoid	43	2	1.68	0.76851	1
GO:0000786	nucleosome	63	4	2.46	0.77319	1
GO:0000428	DNA-directed RNA polymerase complex	117	5	4.57	0.77544	1
GO:0030140	trans-Golgi network transport vesicle	12	1	0.47	0.77634	1
GO:0005798	Golgi-associated vesicle	94	5	3.67	0.79492	1
GO:0009508	plastid chromosome	18	1	0.7	0.80368	1
GO:0031978	plastid thylakoid lumen	47	1	1.83	0.80741	1
GO:0005759	mitochondrial matrix	165	6	6.44	0.80777	1
GO:0005844	polysome	103	6	4.02	0.80816	1
GO:0009543	chloroplast thylakoid lumen	47	1	1.83	0.80872	1
GO:0070161	anchoring junction	1028	70	40.12	0.80966	1
GO:0000502	proteasome complex	89	3	3.47	0.81968	1
GO:0120025	plasma membrane bounded cell projection	89	3	3.47	0.82046	1
GO:0005874	microtubule	217	27	8.47	0.82989	1
GO:0016282	eukaryotic 43S preinitiation complex	21	2	0.82	0.83004	1
GO:0090694	Scc2-Scc4 cohesin loading complex	5	1	0.2	0.83333	1
GO:0005868	cytoplasmic dynein complex	5	1	0.2	0.83333	1
GO:0090575	RNA polymerase II transcription regulato...	87	4	3.4	0.83676	1
GO:0005682	U5 snRNP	20	1	0.78	0.83790	1
GO:0043229	intracellular organelle	12065	579	470.87	0.84188	1
GO:0009521	photosystem	95	2	3.71	0.84707	1
GO:0000775	chromosome, centromeric region	54	1	2.11	0.84806	1
GO:0098796	membrane protein complex	613	20	23.92	0.85893	1
GO:0031903	microbody membrane	41	1	1.6	0.86161	1
GO:0042170	plastid membrane	284	8	11.08	0.86293	1
GO:0022627	cytosolic small ribosomal subunit	108	3	4.22	0.86357	1
GO:0070469	respirasome	123	3	4.8	0.86628	1
GO:0045259	proton-transporting ATP synthase complex	40	1	1.56	0.86711	1
GO:0098687	chromosomal region	89	2	3.47	0.86936	1
GO:0005774	vacuolar membrane	671	28	26.19	0.87218	1
GO:0009705	plant-type vacuole membrane	128	4	5	0.87480	1
GO:0005813	centrosome	44	4	1.72	0.87537	1
GO:0015934	large ribosomal subunit	184	4	7.18	0.87587	1
GO:0030964	NADH dehydrogenase complex	63	1	2.46	0.87866	1
GO:0030687	preribosome, large subunit precursor	21	1	0.82	0.88155	1
GO:0031090	organelle membrane	2391	86	93.32	0.88763	1
GO:0043227	membrane-bounded organelle	11712	552	457.09	0.89460	1
GO:0016591	RNA polymerase II, holoenzyme	72	4	2.81	0.89804	1
GO:0042175	nuclear outer membrane-endoplasmic retic...	568	16	22.17	0.90100	1
GO:0030665	clathrin-coated vesicle membrane	26	2	1.01	0.90128	1
GO:0030120	vesicle coat	45	2	1.76	0.90375	1
GO:0009534	chloroplast thylakoid	515	17	20.1	0.90482	1
GO:0016469	proton-transporting two-sector ATPase co...	67	1	2.61	0.90500	1
GO:0005811	lipid droplet	53	2	2.07	0.90753	1
GO:0009505	plant-type cell wall	321	7	12.53	0.91012	1
GO:1902562	H4 histone acetyltransferase complex	22	1	0.86	0.91717	1
GO:0000151	ubiquitin ligase complex	245	8	9.56	0.91901	1
GO:0031969	chloroplast membrane	274	8	10.69	0.92507	1
GO:0098797	plasma membrane protein complex	41	1	1.6	0.92803	1
GO:0045271	respiratory chain complex I	62	1	2.42	0.92851	1
GO:0005778	peroxisomal membrane	41	1	1.6	0.92875	1
GO:0005694	chromosome	418	24	16.31	0.92945	1
GO:0009506	plasmodesma	1027	70	40.08	0.93191	1
GO:0055029	nuclear DNA-directed RNA polymerase comp...	108	4	4.22	0.93492	1
GO:0030312	external encapsulating structure	831	25	32.43	0.93578	1
GO:0005789	endoplasmic reticulum membrane	564	15	22.01	0.93656	1
GO:0031227	intrinsic component of endoplasmic retic...	77	1	3.01	0.93717	1
GO:1905369	endopeptidase complex	95	3	3.71	0.93953	1
GO:0000323	lytic vacuole	53	1	2.07	0.94041	1
GO:0005618	cell wall	829	25	32.35	0.94070	1
GO:0022625	cytosolic large ribosomal subunit	145	3	5.66	0.94928	1
GO:0031976	plastid thylakoid	516	17	20.14	0.95171	1
GO:0000790	nuclear chromatin	94	4	3.67	0.95231	1
GO:1902554	serine/threonine protein kinase complex	67	3	2.61	0.95588	1
GO:0005615	extracellular space	163	3	6.36	0.95721	1
GO:0098800	inner mitochondrial membrane protein com...	155	2	6.05	0.95734	1
GO:0009523	photosystem II	75	1	2.93	0.95745	1
GO:0031985	Golgi cisterna	42	1	1.64	0.96304	1
GO:0016020	membrane	9213	338	359.56	0.96432	1
GO:1990204	oxidoreductase complex	146	2	5.7	0.96584	1
GO:0042651	thylakoid membrane	446	15	17.41	0.96644	1
GO:0031226	intrinsic component of plasma membrane	324	6	12.65	0.96652	1
GO:0005686	U2 snRNP	34	1	1.33	0.97070	1
GO:0005740	mitochondrial envelope	393	8	15.34	0.97161	1
GO:0030134	COPII-coated ER to Golgi transport vesic...	56	3	2.19	0.97970	1
GO:0031011	Ino80 complex	15	1	0.59	0.98039	1
GO:0005743	mitochondrial inner membrane	295	3	11.51	0.98420	1
GO:0000228	nuclear chromosome	183	8	7.14	0.98558	1
GO:0000793	condensed chromosome	66	1	2.58	0.98579	1
GO:0009536	plastid	2615	109	102.06	0.98908	1
GO:0098798	mitochondrial protein complex	220	4	8.59	0.99032	1
GO:0031966	mitochondrial membrane	381	7	14.87	0.99058	1
