GO.ID	Term	Annotated	Significant	Expected	parentchildFisher	parentchildFisher_fdr
GO:1901360	organic cyclic compound metabolic proces...	4900	217	185.16	6.1e-05	0.00692867924528302
GO:0006457	protein folding	178	19	6.73	7.3e-05	0.00813814814814815
GO:0046483	heterocycle metabolic process	4649	215	175.67	9.2e-05	0.0100698181818182
GO:0044238	primary metabolic process	10252	382	387.39	9.8e-05	0.010535
GO:0016925	protein sumoylation	17	5	0.64	0.00011	0.0114172413793103
GO:0051301	cell division	418	33	15.8	0.00011	0.0114172413793103
GO:0008380	RNA splicing	304	42	11.49	0.00012	0.0122440677966102
GO:2000779	regulation of double-strand break repair	11	5	0.42	0.00014	0.0140466666666667
GO:0007049	cell cycle	651	45	24.6	0.00016	0.0157901639344262
GO:0006397	mRNA processing	437	52	16.51	0.00017	0.0165064516129032
GO:2000113	negative regulation of cellular macromol...	345	29	13.04	0.00019	0.0181555555555556
GO:0002376	immune system process	392	30	14.81	0.00021	0.0191545454545455
GO:0051236	establishment of RNA localization	96	14	3.63	0.00021	0.0191545454545455
GO:0031325	positive regulation of cellular metaboli...	800	51	30.23	0.00021	0.0191545454545455
GO:0071704	organic substance metabolic process	10988	401	415.21	0.00028	0.0247882352941176
GO:0019220	regulation of phosphate metabolic proces...	223	20	8.43	0.00028	0.0247882352941176
GO:0006903	vesicle targeting	25	6	0.94	0.00033	0.0287913043478261
GO:0048511	rhythmic process	147	15	5.55	0.00046	0.03956
GO:0009628	response to abiotic stimulus	2091	130	79.01	0.00049	0.0415464788732394
GO:0044093	positive regulation of molecular functio...	231	29	8.73	0.00056	0.0468222222222222
GO:0006414	translational elongation	59	9	2.23	0.00066	0.0537786666666667
GO:0044419	interspecies interaction between organis...	1367	75	51.66	0.00067	0.0537786666666667
GO:0010118	stomatal movement	132	14	4.99	0.00067	0.0537786666666667
GO:0042221	response to chemical	3023	176	114.23	0.00068	0.0538631578947368
GO:0045937	positive regulation of phosphate metabol...	91	11	3.44	0.00070	0.0547272727272727
GO:0010558	negative regulation of macromolecule bio...	347	29	13.11	0.00072	0.0555692307692308
GO:0010035	response to inorganic substance	963	76	36.39	0.00076	0.05719
GO:0048522	positive regulation of cellular process	1092	64	41.26	0.00076	0.05719
GO:0006090	pyruvate metabolic process	93	8	3.51	0.00082	0.0609432098765432
GO:0042327	positive regulation of phosphorylation	88	11	3.33	0.00084	0.0616682926829268
GO:0006997	nucleus organization	64	12	2.42	0.00086	0.0623759036144578
GO:0031326	regulation of cellular biosynthetic proc...	2432	122	91.9	0.00090	0.0637411764705882
GO:1903507	negative regulation of nucleic acid-temp...	281	24	10.62	0.00090	0.0637411764705882
GO:0006914	autophagy	86	9	3.25	0.00094	0.0658
GO:0071705	nitrogen compound transport	1139	73	43.04	0.00101	0.0698873563218391
GO:0006725	cellular aromatic compound metabolic pro...	4794	214	181.15	0.00108	0.0738818181818182
GO:0010038	response to metal ion	479	51	18.1	0.00111	0.0750808988764045
GO:0051336	regulation of hydrolase activity	177	22	6.69	0.00125	0.0836111111111111
GO:0035195	gene silencing by miRNA	38	11	1.44	0.00135	0.0893076923076923
GO:0051179	localization	2927	140	110.6	0.00141	0.0922630434782609
GO:0006417	regulation of translation	174	19	6.57	0.00144	0.0932129032258065
GO:0034248	regulation of cellular amide metabolic p...	176	19	6.65	0.00153	0.0961958762886598
GO:0010562	positive regulation of phosphorus metabo...	91	11	3.44	0.00153	0.0961958762886598
GO:0033674	positive regulation of kinase activity	84	11	3.17	0.00154	0.0961958762886598
GO:0010604	positive regulation of macromolecule met...	780	50	29.47	0.00155	0.0961958762886598
GO:1902679	negative regulation of RNA biosynthetic ...	281	24	10.62	0.00165	0.101357142857143
GO:0050657	nucleic acid transport	96	14	3.63	0.00178	0.108238383838384
GO:0030865	cortical cytoskeleton organization	38	8	1.44	0.00187	0.112574
GO:0045934	negative regulation of nucleobase-contai...	307	27	11.6	0.00191	0.113843564356436
GO:0031122	cytoplasmic microtubule organization	46	8	1.74	0.00198	0.116858823529412
GO:1903792	negative regulation of anion transport	4	2	0.15	0.00204	0.116992452830189
GO:0006325	chromatin organization	435	37	16.44	0.00204	0.116992452830189
GO:1903320	regulation of protein modification by sm...	20	5	0.76	0.00205	0.116992452830189
GO:0006413	translational initiation	89	10	3.36	0.00206	0.116992452830189
GO:0090559	regulation of membrane permeability	2	2	0.08	0.00217	0.12208785046729
GO:0045141	meiotic telomere clustering	2	2	0.08	0.00235	0.130990740740741
GO:0042886	amide transport	901	67	34.05	0.00243	0.1333
GO:0031113	regulation of microtubule polymerization	5	3	0.19	0.00247	0.1333
GO:0031401	positive regulation of protein modificat...	121	12	4.57	0.00248	0.1333
GO:0001934	positive regulation of protein phosphory...	87	10	3.29	0.00248	0.1333
GO:0006998	nuclear envelope organization	9	4	0.34	0.00255	0.13545
GO:1903960	negative regulation of anion transmembra...	4	2	0.15	0.00259	0.13545
GO:0031400	negative regulation of protein modificat...	49	7	1.85	0.00259	0.13545
GO:0051253	negative regulation of RNA metabolic pro...	290	26	10.96	0.00261	0.13545
GO:0090304	nucleic acid metabolic process	3922	192	148.2	0.00264	0.135835897435897
GO:0051173	positive regulation of nitrogen compound...	749	46	28.3	0.00273	0.138611764705882
GO:0050879	multicellular organismal movement	7	3	0.26	0.00274	0.138611764705882
GO:0090220	chromosome localization to nuclear envel...	2	2	0.08	0.00287	0.143978333333333
GO:0031111	negative regulation of microtubule polym...	3	3	0.11	0.00304	0.150993442622951
GO:0070197	meiotic attachment of telomere to nuclea...	2	2	0.08	0.00306	0.150993442622951
GO:0046364	monosaccharide biosynthetic process	59	6	2.23	0.00310	0.151470967741935
GO:0097240	chromosome attachment to the nuclear env...	2	2	0.08	0.00312	0.151470967741935
GO:0045292	mRNA cis splicing, via spliceosome	36	12	1.36	0.00324	0.155203125
GO:0051129	negative regulation of cellular componen...	89	12	3.36	0.00325	0.155203125
GO:0010555	response to mannitol	14	5	0.53	0.00329	0.155203125
GO:0044260	cellular macromolecule metabolic process	6854	283	258.99	0.00330	0.155203125
GO:0032502	developmental process	3189	148	120.5	0.00337	0.157266666666667
GO:0007034	vacuolar transport	93	10	3.51	0.00345	0.159761538461538
GO:0007064	mitotic sister chromatid cohesion	19	4	0.72	0.00357	0.163269696969697
GO:0006970	response to osmotic stress	670	49	25.32	0.00358	0.163269696969697
GO:0034766	negative regulation of ion transmembrane...	4	2	0.15	0.00366	0.164876119402985
GO:0019319	hexose biosynthetic process	27	5	1.02	0.00367	0.164876119402985
GO:0035303	regulation of dephosphorylation	47	8	1.78	0.00383	0.17078962962963
GO:0006470	protein dephosphorylation	207	16	7.82	0.00400	0.176645255474453
GO:0051174	regulation of phosphorus metabolic proce...	223	20	8.43	0.00402	0.176645255474453
GO:0022411	cellular component disassembly	107	13	4.04	0.00413	0.180163768115942
GO:0051291	protein heterooligomerization	6	3	0.23	0.00445	0.192726618705036
GO:0051247	positive regulation of protein metabolic...	207	17	7.82	0.00458	0.195970212765957
GO:2000112	regulation of cellular macromolecule bio...	2329	115	88.01	0.00459	0.195970212765957
GO:0032984	protein-containing complex disassembly	79	11	2.99	0.00469	0.198829577464789
GO:0018105	peptidyl-serine phosphorylation	81	9	3.06	0.00482	0.202911888111888
GO:0045892	negative regulation of transcription, DN...	279	24	10.54	0.00486	0.203175
GO:0048199	vesicle targeting, to, from or within Go...	23	6	0.87	0.00495	0.205510344827586
GO:0065009	regulation of molecular function	606	47	22.9	0.00518	0.213586301369863
GO:0033120	positive regulation of RNA splicing	5	3	0.19	0.00527	0.215819047619048
GO:0009719	response to endogenous stimulus	1749	106	66.09	0.00576	0.234291891891892
GO:0080134	regulation of response to stress	354	29	13.38	0.00599	0.240401324503311
GO:0006096	glycolytic process	72	7	2.72	0.00602	0.240401324503311
GO:0070646	protein modification by small protein re...	81	7	3.06	0.00603	0.240401324503311
GO:0043067	regulation of programmed cell death	63	9	2.38	0.00613	0.242780263157895
GO:0035196	production of miRNAs involved in gene si...	27	9	1.02	0.00621	0.243145454545455
GO:0006518	peptide metabolic process	854	44	32.27	0.00622	0.243145454545455
GO:0061919	process utilizing autophagic mechanism	86	9	3.25	0.00646	0.250898064516129
GO:0007017	microtubule-based process	222	17	8.39	0.00662	0.255464102564103
GO:0044042	glucan metabolic process	238	11	8.99	0.00674	0.257564556962025
GO:0031053	primary miRNA processing	13	4	0.49	0.00676	0.257564556962025
GO:0007019	microtubule depolymerization	10	4	0.38	0.00717	0.271467924528302
GO:1903959	regulation of anion transmembrane transp...	19	3	0.72	0.00732	0.274078260869565
GO:1900150	regulation of defense response to fungus	33	5	1.25	0.00733	0.274078260869565
GO:0097298	regulation of nucleus size	3	2	0.11	0.00748	0.276624539877301
GO:0051640	organelle localization	163	22	6.16	0.00749	0.276624539877301
GO:0016049	cell growth	378	25	14.28	0.00757	0.27692
GO:0006400	tRNA modification	87	4	3.29	0.00759	0.27692
GO:0018193	peptidyl-amino acid modification	420	26	15.87	0.00780	0.282476923076923
GO:0043271	negative regulation of ion transport	6	2	0.23	0.00789	0.282476923076923
GO:0044070	regulation of anion transport	22	3	0.83	0.00790	0.282476923076923
GO:0009738	abscisic acid-activated signaling pathwa...	272	19	10.28	0.00793	0.282476923076923
GO:0080135	regulation of cellular response to stres...	80	10	3.02	0.00798	0.282585882352941
GO:0043087	regulation of GTPase activity	67	14	2.53	0.00829	0.291846783625731
GO:0006403	RNA localization	104	14	3.93	0.00875	0.30625
GO:0048268	clathrin coat assembly	20	4	0.76	0.00891	0.310047398843931
GO:0032410	negative regulation of transporter activ...	4	2	0.15	0.00900	0.311379310344828
GO:1903321	negative regulation of protein modificat...	4	2	0.15	0.00923	0.317512
GO:0006757	ATP generation from ADP	72	7	2.72	0.00949	0.323447457627119
GO:0034763	negative regulation of transmembrane tra...	4	2	0.15	0.00951	0.323447457627119
GO:0006006	glucose metabolic process	49	6	1.85	0.00971	0.328394382022472
GO:0043162	ubiquitin-dependent protein catabolic pr...	7	2	0.26	0.00980	0.329586592178771
GO:0031328	positive regulation of cellular biosynth...	584	33	22.07	0.00986	0.329762222222222
GO:0043903	regulation of symbiotic process	9	3	0.34	0.01044	0.346790425531915
GO:0009817	defense response to fungus, incompatible...	48	6	1.81	0.01061	0.346790425531915
GO:0045860	positive regulation of protein kinase ac...	83	10	3.14	0.01063	0.346790425531915
GO:0009791	post-embryonic development	1523	82	57.55	0.01070	0.346790425531915
GO:0051051	negative regulation of transport	9	3	0.34	0.01073	0.346790425531915
GO:0051712	positive regulation of killing of cells ...	3	1	0.11	0.01083	0.346790425531915
GO:0051709	regulation of killing of cells of other ...	3	1	0.11	0.01083	0.346790425531915
GO:0051883	killing of cells in other organism invol...	3	1	0.11	0.01083	0.346790425531915
GO:0009902	chloroplast relocation	29	6	1.1	0.01095	0.348777777777778
GO:0009987	cellular process	14843	582	560.88	0.01115	0.353278947368421
GO:0009889	regulation of biosynthetic process	2458	122	92.88	0.01128	0.355526701570681
GO:0031098	stress-activated protein kinase signalin...	55	7	2.08	0.01145	0.359005208333333
GO:0035304	regulation of protein dephosphorylation	42	8	1.59	0.01162	0.362447668393782
GO:0006165	nucleoside diphosphate phosphorylation	78	8	2.95	0.01182	0.366785567010309
GO:0032270	positive regulation of cellular protein ...	200	16	7.56	0.01214	0.374078606965174
GO:0043244	regulation of protein-containing complex...	27	6	1.02	0.01223	0.374078606965174
GO:0098542	defense response to other organism	1092	61	41.26	0.01237	0.374078606965174
GO:0061572	actin filament bundle organization	23	3	0.87	0.01240	0.374078606965174
GO:0031396	regulation of protein ubiquitination	18	3	0.68	0.01240	0.374078606965174
GO:0009408	response to heat	229	20	8.65	0.01245	0.374078606965174
GO:0023014	signal transduction by protein phosphory...	80	8	3.02	0.01249	0.374078606965174
GO:0006282	regulation of DNA repair	32	5	1.21	0.01344	0.400538613861386
GO:0051128	regulation of cellular component organiz...	406	31	15.34	0.01352	0.400937931034483
GO:0045905	positive regulation of translational ter...	3	2	0.11	0.01373	0.405169607843137
GO:0000398	mRNA splicing, via spliceosome	208	33	7.86	0.01380	0.405248780487805
GO:0043243	positive regulation of protein-containin...	7	3	0.26	0.01406	0.410879611650485
GO:0031348	negative regulation of defense response	56	7	2.12	0.01420	0.411894736842105
GO:0051494	negative regulation of cytoskeleton orga...	21	5	0.79	0.01427	0.411894736842105
GO:0048856	anatomical structure development	3024	146	114.27	0.01430	0.411894736842105
GO:0032501	multicellular organismal process	2953	133	111.59	0.01486	0.42425308056872
GO:0009891	positive regulation of biosynthetic proc...	597	33	22.56	0.01487	0.42425308056872
GO:0035652	clathrin-coated vesicle cargo loading	2	2	0.08	0.01515	0.428714018691589
GO:0043604	amide biosynthetic process	831	46	31.4	0.01519	0.428714018691589
GO:0032269	negative regulation of cellular protein ...	135	12	5.1	0.01524	0.428714018691589
GO:0045910	negative regulation of DNA recombination	21	4	0.79	0.01601	0.44828
GO:0010119	regulation of stomatal movement	87	10	3.29	0.01610	0.448712962962963
GO:0006955	immune response	358	27	13.53	0.01621	0.449696774193548
GO:0051248	negative regulation of protein metabolic...	136	12	5.14	0.01638	0.452328440366972
GO:0140352	export from cell	117	10	4.42	0.01664	0.456151818181818
GO:0010727	negative regulation of hydrogen peroxide...	1	1	0.04	0.01667	0.456151818181818
GO:0008219	cell death	189	14	7.14	0.01695	0.459906306306306
GO:0009556	microsporogenesis	24	3	0.91	0.01696	0.459906306306306
GO:0071695	anatomical structure maturation	188	16	7.1	0.01725	0.46567264573991
GO:0046939	nucleotide phosphorylation	80	8	3.02	0.01752	0.47085
GO:0051511	negative regulation of unidimensional ce...	4	2	0.15	0.01779	0.475981333333333
GO:0009132	nucleoside diphosphate metabolic process	84	8	3.17	0.01794	0.477356828193833
GO:0031109	microtubule polymerization or depolymeri...	31	6	1.17	0.01800	0.477356828193833
GO:0032272	negative regulation of protein polymeriz...	20	4	0.76	0.01813	0.478695614035088
GO:0005996	monosaccharide metabolic process	180	9	6.8	0.01824	0.479496943231441
GO:0031333	negative regulation of protein-containin...	20	4	0.76	0.01839	0.479524137931034
GO:0043547	positive regulation of GTPase activity	65	14	2.46	0.01846	0.479524137931034
GO:0042752	regulation of circadian rhythm	51	7	1.93	0.01848	0.479524137931034
GO:1902884	positive regulation of response to oxida...	6	2	0.23	0.01878	0.48417264957265
GO:0031347	regulation of defense response	237	19	8.96	0.01882	0.48417264957265
GO:0031110	regulation of microtubule polymerization...	10	4	0.38	0.01959	0.501837446808511
GO:0071280	cellular response to copper ion	3	2	0.11	0.02010	0.512720338983051
GO:0035305	negative regulation of dephosphorylation	22	4	0.83	0.02024	0.514113080168776
GO:0006801	superoxide metabolic process	18	3	0.68	0.02100	0.530969037656904
GO:0071702	organic substance transport	1403	80	53.02	0.02108	0.530969037656904
GO:0000902	cell morphogenesis	392	25	14.81	0.02125	0.533020833333333
GO:0031115	negative regulation of microtubule polym...	2	2	0.08	0.02134	0.533057261410788
GO:0043622	cortical microtubule organization	33	8	1.25	0.02180	0.542297520661157
GO:0042742	defense response to bacterium	419	31	15.83	0.02268	0.561866666666667
GO:0071322	cellular response to carbohydrate stimul...	60	7	2.27	0.02292	0.563914285714286
GO:0010431	seed maturation	72	8	2.72	0.02295	0.563914285714286
GO:0006401	RNA catabolic process	136	12	5.14	0.02337	0.569584615384615
GO:0040007	growth	629	34	23.77	0.02337	0.569584615384615
GO:0009646	response to absence of light	38	6	1.44	0.02399	0.582337903225806
GO:0009638	phototropism	22	4	0.83	0.02427	0.584971314741036
GO:0006338	chromatin remodeling	71	11	2.68	0.02435	0.584971314741036
GO:0009594	detection of nutrient	1	1	0.04	0.02439	0.584971314741036
GO:0051234	establishment of localization	2721	136	102.82	0.02533	0.605105555555556
GO:0070716	mismatch repair involved in maintenance ...	1	1	0.04	0.02632	0.626174803149606
GO:0031647	regulation of protein stability	25	4	0.94	0.02642	0.626174803149606
GO:0051090	regulation of DNA-binding transcription ...	13	3	0.49	0.02661	0.628204705882353
GO:0009647	skotomorphogenesis	5	2	0.19	0.02674	0.6288078125
GO:0048366	leaf development	354	19	13.38	0.02699	0.631866666666667
GO:0021700	developmental maturation	206	16	7.78	0.02708	0.631866666666667
GO:1902904	negative regulation of supramolecular fi...	21	5	0.79	0.02802	0.651086153846154
GO:0034765	regulation of ion transmembrane transpor...	49	4	1.85	0.02812	0.651086153846154
GO:0010639	negative regulation of organelle organiz...	86	11	3.25	0.02827	0.651400763358779
GO:0009409	response to cold	412	30	15.57	0.02835	0.651400763358779
GO:0006900	vesicle budding from membrane	39	7	1.47	0.02862	0.653078787878788
GO:2000243	positive regulation of reproductive proc...	59	7	2.23	0.02864	0.653078787878788
GO:0019430	removal of superoxide radicals	15	3	0.57	0.02933	0.66332734082397
GO:0060968	regulation of gene silencing	56	7	2.12	0.02941	0.66332734082397
GO:0010941	regulation of cell death	83	9	3.14	0.02942	0.66332734082397
GO:0009861	jasmonic acid and ethylene-dependent sys...	11	3	0.42	0.02957	0.664221641791045
GO:0072658	maintenance of protein location in membr...	1	1	0.04	0.03101	0.69397843866171
GO:0031114	regulation of microtubule depolymerizati...	3	2	0.11	0.03184	0.709914074074074
GO:0019628	urate catabolic process	2	1	0.08	0.03219	0.713768382352941
GO:0031050	dsRNA processing	61	10	2.31	0.03225	0.713768382352941
GO:0009061	anaerobic respiration	11	2	0.42	0.03280	0.723282051282051
GO:0030656	regulation of vitamin metabolic process	9	2	0.34	0.03309	0.725671739130435
GO:0034645	cellular macromolecule biosynthetic proc...	3601	151	136.07	0.03317	0.725671739130435
GO:0070973	protein localization to endoplasmic reti...	11	2	0.42	0.03327	0.725671739130435
GO:0006073	cellular glucan metabolic process	232	11	8.77	0.03361	0.729736200716846
GO:0010350	cellular response to magnesium starvatio...	1	1	0.04	0.03378	0.729736200716846
GO:0045901	positive regulation of translational elo...	3	2	0.11	0.03382	0.729736200716846
GO:1990144	intrinsic apoptotic signaling pathway in...	1	1	0.04	0.03448	0.74132
GO:0009414	response to water deprivation	369	27	13.94	0.03515	0.753035587188612
GO:0034397	telomere localization	6	3	0.23	0.03571	0.762319858156028
GO:0032388	positive regulation of intracellular tra...	11	3	0.42	0.03611	0.768134982332155
GO:0030259	lipid glycosylation	4	1	0.15	0.03669	0.777724647887324
GO:0000045	autophagosome assembly	34	4	1.28	0.03689	0.779220350877193
GO:0032950	regulation of beta-glucan metabolic proc...	8	2	0.3	0.03735	0.78155847750865
GO:0046166	glyceraldehyde-3-phosphate biosynthetic ...	2	1	0.08	0.03741	0.78155847750865
GO:0036258	multivesicular body assembly	1	1	0.04	0.03743	0.78155847750865
GO:0010155	regulation of proton transport	7	2	0.26	0.03752	0.78155847750865
GO:0019428	allantoin biosynthetic process	1	1	0.04	0.03778	0.784260689655172
GO:2000693	positive regulation of seed maturation	4	2	0.15	0.03824	0.79081843003413
GO:0019685	photosynthesis, dark reaction	20	3	0.76	0.03847	0.79081843003413
GO:0050685	positive regulation of mRNA processing	4	2	0.15	0.03849	0.79081843003413
GO:0015931	nucleobase-containing compound transport	169	15	6.39	0.03891	0.796728571428571
GO:0009958	positive gravitropism	32	3	1.21	0.03950	0.804361486486487
GO:0006897	endocytosis	80	12	3.02	0.03955	0.804361486486487
GO:1901700	response to oxygen-containing compound	1707	111	64.5	0.04010	0.812801346801347
GO:0097193	intrinsic apoptotic signaling pathway	1	1	0.04	0.04085	0.824276923076923
GO:0016050	vesicle organization	103	12	3.89	0.04094	0.824276923076923
GO:0048583	regulation of response to stimulus	677	44	25.58	0.04198	0.842398666666667
GO:0009099	valine biosynthetic process	9	1	0.34	0.04286	0.8572
GO:0051274	beta-glucan biosynthetic process	65	5	2.46	0.04334	0.863929801324503
GO:0051667	establishment of plastid localization	29	6	1.1	0.04409	0.872705806451613
GO:0051650	establishment of vesicle localization	29	6	1.1	0.04409	0.872705806451613
GO:0030308	negative regulation of cell growth	12	3	0.45	0.04430	0.872705806451613
GO:0043433	negative regulation of DNA-binding trans...	5	2	0.19	0.04444	0.872705806451613
GO:0050792	regulation of viral process	4	2	0.15	0.04470	0.872705806451613
GO:0070681	glutaminyl-tRNAGln biosynthesis via tran...	3	1	0.11	0.04478	0.872705806451613
GO:0030244	cellulose biosynthetic process	52	5	1.96	0.04486	0.872705806451613
GO:0060178	regulation of exocyst localization	1	1	0.04	0.04494	0.872705806451613
GO:0097250	mitochondrial respirasome assembly	1	1	0.04	0.04526	0.876093890675241
GO:0031860	telomeric 3' overhang formation	1	1	0.04	0.04545	0.876951923076923
GO:0043649	dicarboxylic acid catabolic process	11	1	0.42	0.04583	0.879619571865443
GO:0018209	peptidyl-serine modification	82	9	3.1	0.04630	0.879619571865443
GO:0006775	fat-soluble vitamin metabolic process	13	2	0.49	0.04638	0.879619571865443
GO:0032886	regulation of microtubule-based process	26	4	0.98	0.04652	0.879619571865443
GO:0009266	response to temperature stimulus	611	47	23.09	0.04688	0.879619571865443
GO:0007059	chromosome segregation	139	10	5.25	0.04689	0.879619571865443
GO:0006376	mRNA splice site selection	10	2	0.38	0.04694	0.879619571865443
GO:0048194	Golgi vesicle budding	34	6	1.28	0.04704	0.879619571865443
GO:0046415	urate metabolic process	2	1	0.08	0.04734	0.879619571865443
GO:0000070	mitotic sister chromatid segregation	57	5	2.15	0.04746	0.879619571865443
GO:2001243	negative regulation of intrinsic apoptot...	1	1	0.04	0.04762	0.879619571865443
GO:0072756	cellular response to paraquat	1	1	0.04	0.04766	0.879619571865443
GO:0006302	double-strand break repair	116	9	4.38	0.04768	0.879619571865443
GO:0045087	innate immune response	351	26	13.26	0.04773	0.879619571865443
GO:0090435	protein localization to nuclear envelope	4	2	0.15	0.04778	0.879619571865443
GO:0046719	regulation by virus of viral protein lev...	1	1	0.04	0.04826	0.8831125
GO:0060560	developmental growth involved in morphog...	311	19	11.75	0.04849	0.8831125
GO:1901033	positive regulation of response to react...	1	1	0.04	0.04865	0.8831125
GO:0043069	negative regulation of programmed cell d...	21	4	0.79	0.04899	0.8831125
GO:0017126	nucleologenesis	1	1	0.04	0.04912	0.8831125
GO:2001242	regulation of intrinsic apoptotic signal...	1	1	0.04	0.04918	0.8831125
GO:0022402	cell cycle process	470	26	17.76	0.04919	0.8831125
GO:0001325	formation of extrachromosomal circular D...	1	1	0.04	0.04929	0.8831125
GO:0032101	regulation of response to external stimu...	159	13	6.01	0.04929	0.8831125
GO:0046700	heterocycle catabolic process	223	15	8.43	0.05061	0.904071810089021
GO:0048859	formation of anatomical boundary	16	2	0.6	0.05123	0.912411799410029
GO:0048585	negative regulation of response to stimu...	203	16	7.67	0.05138	0.912411799410029
GO:0009832	plant-type cell wall biogenesis	167	7	6.31	0.05171	0.915571176470588
GO:0048364	root development	494	30	18.67	0.05210	0.918490058479532
GO:0006083	acetate metabolic process	2	1	0.08	0.05218	0.918490058479532
GO:0015976	carbon utilization	10	2	0.38	0.05247	0.9191
GO:0042545	cell wall modification	133	5	5.03	0.05252	0.9191
GO:0060429	epithelium development	19	3	0.72	0.05273	0.920100289855072
GO:0070507	regulation of microtubule cytoskeleton o...	23	4	0.87	0.05304	0.922834682080925
GO:0006901	vesicle coating	20	5	0.76	0.05330	0.924685878962536
GO:0060858	vesicle-mediated transport involved in f...	1	1	0.04	0.05397	0.932323782234957
GO:0042344	indole glucosinolate catabolic process	4	1	0.15	0.05405	0.932323782234957
