GO.ID	Term	Annotated	Significant	Expected	parentchildFisher	parentchildFisher_fdr
GO:0016763	transferase activity, transferring pento...	60	46	43.03	0.05911	1
GO:0003727	single-stranded RNA binding	71	64	50.92	0.05960	1
GO:0003843	1,3-beta-D-glucan synthase activity	12	11	8.61	0.06033	1
GO:0001227	DNA-binding transcription repressor acti...	10	10	7.17	0.06072	1
GO:0015114	phosphate ion transmembrane transporter ...	19	17	13.63	0.06102	1
GO:0003688	DNA replication origin binding	12	11	8.61	0.06164	1
GO:0003777	microtubule motor activity	65	64	46.62	0.06346	1
GO:0016889	endodeoxyribonuclease activity, producin...	8	7	5.74	0.06436	1
GO:0070717	poly-purine tract binding	22	22	15.78	0.06459	1
GO:0016651	oxidoreductase activity, acting on NAD(P...	107	77	76.74	0.06472	1
GO:0005484	SNAP receptor activity	57	45	40.88	0.06599	1
GO:0005496	steroid binding	20	19	14.34	0.06733	1
GO:0001217	DNA-binding transcription repressor acti...	10	10	7.17	0.06809	1
GO:0140223	general transcription initiation factor ...	10	10	7.17	0.06936	1
GO:0022821	potassium ion antiporter activity	14	13	10.04	0.06988	1
GO:0005546	phosphatidylinositol-4,5-bisphosphate bi...	7	7	5.02	0.06993	1
GO:0101005	ubiquitinyl hydrolase activity	58	49	41.6	0.07174	1
GO:0016638	oxidoreductase activity, acting on the C...	39	30	27.97	0.07232	1
GO:0102360	daphnetin 3-O-glucosyltransferase activi...	10	9	7.17	0.07246	1
GO:0102425	myricetin 3-O-glucosyltransferase activi...	10	9	7.17	0.07246	1
GO:0005507	copper ion binding	199	146	142.73	0.07267	1
GO:0016661	oxidoreductase activity, acting on other...	6	6	4.3	0.07356	1
GO:0019212	phosphatase inhibitor activity	25	18	17.93	0.07420	1
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthas...	7	6	5.02	0.07488	1
GO:0022853	active ion transmembrane transporter act...	264	207	189.35	0.07662	1
GO:0030983	mismatched DNA binding	14	13	10.04	0.07685	1
GO:0004314	[acyl-carrier-protein] S-malonyltransfer...	4	4	2.87	0.07778	1
GO:0008447	L-ascorbate oxidase activity	3	3	2.15	0.07827	1
GO:0008234	cysteine-type peptidase activity	134	96	96.11	0.07860	1
GO:0046933	proton-transporting ATP synthase activit...	26	23	18.65	0.07937	1
GO:0140101	catalytic activity, acting on a tRNA	146	101	104.71	0.08048	1
GO:0051015	actin filament binding	61	54	43.75	0.08056	1
GO:0001016	RNA polymerase III transcription regulat...	6	6	4.3	0.08061	1
GO:0030941	chloroplast targeting sequence binding	4	4	2.87	0.08111	1
GO:0016879	ligase activity, forming carbon-nitrogen...	64	53	45.9	0.08143	1
GO:0017111	nucleoside-triphosphatase activity	840	734	602.46	0.08168	1
GO:0004348	glucosylceramidase activity	4	4	2.87	0.08347	1
GO:0042626	ATPase-coupled transmembrane transporter...	180	160	129.1	0.08398	1
GO:0016278	lysine N-methyltransferase activity	51	43	36.58	0.08484	1
GO:0016878	acid-thiol ligase activity	26	24	18.65	0.08609	1
GO:0008378	galactosyltransferase activity	46	34	32.99	0.08761	1
GO:0019902	phosphatase binding	17	16	12.19	0.08774	1
GO:0016407	acetyltransferase activity	132	95	94.67	0.08899	1
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase...	8	8	5.74	0.08912	1
GO:0000217	DNA secondary structure binding	41	36	29.41	0.09026	1
GO:0016929	SUMO-specific protease activity	6	6	4.3	0.09091	1
GO:0016874	ligase activity	325	245	233.1	0.09654	1
GO:0005452	inorganic anion exchanger activity	7	7	5.02	0.09947	1
GO:0015491	cation:cation antiporter activity	21	20	15.06	0.09957	1
GO:0050378	UDP-glucuronate 4-epimerase activity	6	6	4.3	0.10134	1
GO:0016877	ligase activity, forming carbon-sulfur b...	44	37	31.56	0.10198	1
GO:0009982	pseudouridine synthase activity	21	18	15.06	0.10299	1
GO:0000992	RNA polymerase III cis-regulatory region...	6	6	4.3	0.10398	1
GO:0008139	nuclear localization sequence binding	26	17	18.65	0.10455	1
GO:0080139	borate efflux transmembrane transporter ...	7	7	5.02	0.10566	1
GO:0019208	phosphatase regulator activity	47	36	33.71	0.10572	1
GO:0004340	glucokinase activity	7	7	5.02	0.10784	1
GO:0019158	mannokinase activity	7	7	5.02	0.10784	1
GO:0015292	uniporter activity	6	6	4.3	0.10819	1
GO:0015081	sodium ion transmembrane transporter act...	15	14	10.76	0.10846	1
GO:0016149	translation release factor activity, cod...	7	7	5.02	0.10909	1
GO:0015140	malate transmembrane transporter activit...	9	7	6.45	0.10909	1
GO:0016985	mannan endo-1,4-beta-mannosidase activit...	12	9	8.61	0.10989	1
GO:0070696	transmembrane receptor protein serine/th...	7	7	5.02	0.11148	1
GO:0016812	hydrolase activity, acting on carbon-nit...	6	6	4.3	0.11280	1
GO:0019829	ATPase-coupled cation transmembrane tran...	60	51	43.03	0.11574	1
GO:0003691	double-stranded telomeric DNA binding	7	7	5.02	0.11687	1
GO:0004376	glycolipid mannosyltransferase activity	6	5	4.3	0.11739	1
GO:0008187	poly-pyrimidine tract binding	30	29	21.52	0.11834	1
GO:0004520	endodeoxyribonuclease activity	28	20	20.08	0.11941	1
GO:0004181	metallocarboxypeptidase activity	3	3	2.15	0.12037	1
GO:0022839	ion gated channel activity	15	15	10.76	0.12102	1
GO:0030527	structural constituent of chromatin	5	5	3.59	0.12151	1
GO:0005351	carbohydrate:proton symporter activity	50	38	35.86	0.12237	1
GO:0008173	RNA methyltransferase activity	61	45	43.75	0.12253	1
GO:0061629	RNA polymerase II-specific DNA-binding t...	12	12	8.61	0.12281	1
GO:0140078	class I DNA-(apurinic or apyrimidinic si...	7	7	5.02	0.12459	1
GO:0043891	glyceraldehyde-3-phosphate dehydrogenase...	7	7	5.02	0.12476	1
GO:0015252	proton channel activity	27	24	19.36	0.12482	1
GO:0016168	chlorophyll binding	34	31	24.39	0.12672	1
GO:0031176	endo-1,4-beta-xylanase activity	7	7	5.02	0.12771	1
GO:0004416	hydroxyacylglutathione hydrolase activit...	4	4	2.87	0.12905	1
GO:0016298	lipase activity	119	83	85.35	0.12991	1
GO:0001664	G protein-coupled receptor binding	4	4	2.87	0.13100	1
GO:0102229	amylopectin maltohydrolase activity	9	7	6.45	0.13206	1
GO:0004478	methionine adenosyltransferase activity	4	4	2.87	0.13292	1
GO:0097472	cyclin-dependent protein kinase activity	33	33	23.67	0.13473	1
GO:0016886	ligase activity, forming phosphoric este...	7	7	5.02	0.13542	1
GO:0090079	translation regulator activity, nucleic ...	188	154	134.84	0.13779	1
GO:0004069	L-aspartate:2-oxoglutarate aminotransfer...	6	6	4.3	0.14215	1
GO:0004611	phosphoenolpyruvate carboxykinase activi...	7	7	5.02	0.14287	1
GO:0003824	catalytic activity	9825	7080	7046.66	0.14355	1
GO:0008327	methyl-CpG binding	20	19	14.34	0.14535	1
GO:0008553	proton-exporting ATPase activity, phosph...	20	19	14.34	0.14636	1
GO:0008970	phospholipase A1 activity	16	13	11.48	0.14698	1
GO:0005451	monovalent cation:proton antiporter acti...	20	19	14.34	0.14990	1
GO:0001085	RNA polymerase II transcription factor b...	4	4	2.87	0.15089	1
GO:0016831	carboxy-lyase activity	69	53	49.49	0.15241	1
GO:0015248	sterol transporter activity	11	11	7.89	0.15399	1
GO:0008559	ATPase-coupled xenobiotic transmembrane ...	15	14	10.76	0.15442	1
GO:0047746	chlorophyllase activity	4	4	2.87	0.15451	1
GO:0050373	UDP-arabinose 4-epimerase activity	5	5	3.59	0.15499	1
GO:0010385	double-stranded methylated DNA binding	6	6	4.3	0.15525	1
GO:0016682	oxidoreductase activity, acting on diphe...	29	13	20.8	0.15541	1
GO:0004566	beta-glucuronidase activity	3	3	2.15	0.15579	1
GO:0000049	tRNA binding	33	30	23.67	0.15645	1
GO:0004529	exodeoxyribonuclease activity	25	21	17.93	0.15645	1
GO:0018024	histone-lysine N-methyltransferase activ...	38	34	27.25	0.15690	1
GO:0019156	isoamylase activity	3	3	2.15	0.15776	1
GO:0004337	geranyltranstransferase activity	12	9	8.61	0.15800	1
GO:0004176	ATP-dependent peptidase activity	40	34	28.69	0.15947	1
GO:0001228	DNA-binding transcription activator acti...	46	38	32.99	0.15992	1
GO:0003896	DNA primase activity	4	4	2.87	0.16145	1
GO:0035064	methylated histone binding	25	25	17.93	0.16172	1
GO:0016807	cysteine-type carboxypeptidase activity	2	2	1.43	0.16364	1
GO:0033201	alpha-1,4-glucan synthase activity	4	4	2.87	0.16464	1
GO:0004645	1,4-alpha-oligoglucan phosphorylase acti...	4	4	2.87	0.16464	1
GO:0070137	ubiquitin-like protein-specific endopept...	5	5	3.59	0.16478	1
GO:0062105	RNA 2'-O-methyltransferase activity	4	4	2.87	0.16490	1
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	6	5	4.3	0.16503	1
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate ...	2	2	1.43	0.16667	1
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase ac...	5	5	3.59	0.16667	1
GO:0052745	inositol phosphate phosphatase activity	15	13	10.76	0.16732	1
GO:0016274	protein-arginine N-methyltransferase act...	12	11	8.61	0.16755	1
GO:0030552	cAMP binding	20	19	14.34	0.16898	1
GO:0030553	cGMP binding	20	19	14.34	0.16898	1
GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglu...	4	4	2.87	0.16911	1
GO:0016628	oxidoreductase activity, acting on the C...	33	25	23.67	0.16962	1
GO:0016405	CoA-ligase activity	23	21	16.5	0.16995	1
GO:0008022	protein C-terminus binding	6	6	4.3	0.17037	1
GO:0009008	DNA-methyltransferase activity	10	9	7.17	0.17181	1
GO:0016411	acylglycerol O-acyltransferase activity	24	16	17.21	0.17196	1
GO:0016801	hydrolase activity, acting on ether bond...	5	5	3.59	0.17327	1
GO:0080032	methyl jasmonate esterase activity	17	13	12.19	0.17447	1
GO:0003909	DNA ligase activity	6	6	4.3	0.17561	1
GO:0016273	arginine N-methyltransferase activity	12	11	8.61	0.17633	1
GO:0050897	cobalt ion binding	53	40	38.01	0.17755	1
GO:0140097	catalytic activity, acting on DNA	228	171	163.53	0.17759	1
GO:1901567	fatty acid derivative binding	6	6	4.3	0.17786	1
GO:0103117	UDP-3-O-acyl-N-acetylglucosamine deacety...	4	4	2.87	0.17877	1
GO:0099122	RNA polymerase II C-terminal domain bind...	4	4	2.87	0.18132	1
GO:0097027	ubiquitin-protein transferase activator ...	10	9	7.17	0.18182	1
GO:0016639	oxidoreductase activity, acting on the C...	6	6	4.3	0.18199	1
GO:0016615	malate dehydrogenase activity	15	13	10.76	0.18208	1
GO:0003743	translation initiation factor activity	107	91	76.74	0.18209	1
GO:0061980	regulatory RNA binding	9	9	6.45	0.18349	1
GO:0017048	Rho GTPase binding	22	22	15.78	0.18388	1
GO:0016853	isomerase activity	291	217	208.71	0.18394	1
GO:0009973	adenylyl-sulfate reductase activity	3	3	2.15	0.18442	1
GO:0070181	small ribosomal subunit rRNA binding	13	11	9.32	0.18472	1
GO:0004084	branched-chain-amino-acid transaminase a...	10	9	7.17	0.18565	1
GO:0004845	uracil phosphoribosyltransferase activit...	6	6	4.3	0.18710	1
GO:0004332	fructose-bisphosphate aldolase activity	8	7	5.74	0.18957	1
GO:0043621	protein self-association	99	78	71	0.19093	1
GO:0016724	oxidoreductase activity, oxidizing metal...	6	5	4.3	0.19103	1
GO:0008519	ammonium transmembrane transporter activ...	6	6	4.3	0.19373	1
GO:0004133	glycogen debranching enzyme activity	5	5	3.59	0.19424	1
GO:0004345	glucose-6-phosphate dehydrogenase activi...	6	6	4.3	0.19448	1
GO:0004630	phospholipase D activity	12	11	8.61	0.19685	1
GO:0070290	N-acylphosphatidylethanolamine-specific ...	12	11	8.61	0.19685	1
GO:0140303	intramembrane lipid transporter activity	18	17	12.91	0.19700	1
GO:0015157	oligosaccharide transmembrane transporte...	21	18	15.06	0.19899	1
GO:0004781	sulfate adenylyltransferase (ATP) activi...	4	4	2.87	0.20000	1
GO:0010341	gibberellin carboxyl-O-methyltransferase...	2	2	1.43	0.20000	1
GO:0008417	fucosyltransferase activity	17	13	12.19	0.20000	1
GO:0140457	protein demethylase activity	14	13	10.04	0.20020	1
GO:0016987	sigma factor activity	6	6	4.3	0.20211	1
GO:0008138	protein tyrosine/serine/threonine phosph...	15	13	10.76	0.20216	1
GO:0047274	galactinol-sucrose galactosyltransferase...	5	5	3.59	0.20299	1
GO:0005249	voltage-gated potassium channel activity	17	16	12.19	0.20350	1
GO:0016433	rRNA (adenine) methyltransferase activit...	4	4	2.87	0.20553	1
GO:0003852	2-isopropylmalate synthase activity	4	4	2.87	0.20798	1
GO:0015144	carbohydrate transmembrane transporter a...	85	65	60.96	0.20936	1
GO:0001216	DNA-binding transcription activator acti...	46	38	32.99	0.21068	1
GO:0047372	acylglycerol lipase activity	17	13	12.19	0.21200	1
GO:0000987	cis-regulatory region sequence-specific ...	98	68	70.29	0.21205	1
GO:0046524	sucrose-phosphate synthase activity	4	4	2.87	0.21320	1
GO:0051082	unfolded protein binding	131	102	93.96	0.21333	1
GO:0008106	alcohol dehydrogenase (NADP+) activity	13	11	9.32	0.21429	1
GO:0019238	cyclohydrolase activity	12	10	8.61	0.21453	1
GO:0045431	flavonol synthase activity	6	5	4.3	0.21475	1
GO:0022843	voltage-gated cation channel activity	21	20	15.06	0.21610	1
GO:0015173	aromatic amino acid transmembrane transp...	6	5	4.3	0.21649	1
GO:0030551	cyclic nucleotide binding	20	19	14.34	0.21663	1
GO:0016418	S-acetyltransferase activity	5	5	3.59	0.21814	1
GO:0046423	allene-oxide cyclase activity	4	4	2.87	0.21832	1
GO:0008296	3'-5'-exodeoxyribonuclease activity	9	8	6.45	0.22058	1
GO:0052924	all-trans-nonaprenyl-diphosphate synthas...	3	3	2.15	0.22153	1
GO:0004766	spermidine synthase activity	3	3	2.15	0.22153	1
GO:0003849	3-deoxy-7-phosphoheptulonate synthase ac...	3	3	2.15	0.22153	1
GO:0050347	trans-octaprenyltranstransferase activit...	3	3	2.15	0.22153	1
GO:0003989	acetyl-CoA carboxylase activity	7	7	5.02	0.22222	1
GO:0004849	uridine kinase activity	5	5	3.59	0.22222	1
GO:0102786	stearoyl-[acp] desaturase activity	7	5	5.02	0.22311	1
GO:0045300	acyl-[acyl-carrier-protein] desaturase a...	7	5	5.02	0.22311	1
GO:0080031	methyl salicylate esterase activity	16	12	11.48	0.22458	1
GO:0080030	methyl indole-3-acetate esterase activit...	19	14	13.63	0.22498	1
GO:0009041	uridylate kinase activity	7	7	5.02	0.22704	1
GO:0004565	beta-galactosidase activity	23	14	16.5	0.22759	1
GO:0009916	alternative oxidase activity	6	4	4.3	0.22759	1
