GO.ID	Term	Annotated	Significant	Expected	parentchildFisher	parentchildFisher_fdr
GO:0030004	cellular monovalent inorganic cation hom...	44	41	23.47	7.5e-07	6.94615384615385e-05
GO:0031347	regulation of defense response	237	158	126.43	8.2e-07	7.47939393939394e-05
GO:0023052	signaling	1839	1078	981.01	8.8e-07	7.90686567164179e-05
GO:0018105	peptidyl-serine phosphorylation	81	76	43.21	1.3e-06	0.000115088235294118
GO:0050684	regulation of mRNA processing	44	40	23.47	1.4e-06	0.000122144927536232
GO:0010035	response to inorganic substance	963	636	513.71	1.5e-06	0.000129
GO:0043170	macromolecule metabolic process	8354	4723	4456.41	1.6e-06	0.000135661971830986
GO:0070646	protein modification by small protein re...	81	61	43.21	1.7e-06	0.000142138888888889
GO:0010118	stomatal movement	132	99	70.41	1.9e-06	0.000156684931506849
GO:0007018	microtubule-based movement	69	67	36.81	2.3e-06	0.000187108108108108
GO:0045934	negative regulation of nucleobase-contai...	307	214	163.77	2.6e-06	0.000208693333333333
GO:0055067	monovalent inorganic cation homeostasis	81	65	43.21	2.8e-06	0.000218909090909091
GO:0045892	negative regulation of transcription, DN...	279	192	148.83	2.8e-06	0.000218909090909091
GO:0010608	posttranscriptional regulation of gene e...	271	190	144.56	3.1e-06	0.00023925641025641
GO:0019222	regulation of metabolic process	3280	1873	1749.71	3.2e-06	0.000243848101265823
GO:0046907	intracellular transport	699	471	372.88	4.0e-06	0.000301
GO:0016049	cell growth	378	251	201.64	4.6e-06	0.000341876543209877
GO:0006259	DNA metabolic process	544	363	290.2	5.0e-06	0.000367073170731707
GO:0051128	regulation of cellular component organiz...	406	276	216.58	5.3e-06	0.000384409638554217
GO:0006757	ATP generation from ADP	72	59	38.41	6.3e-06	0.0004515
GO:0080134	regulation of response to stress	354	241	188.84	7.2e-06	0.000509929411764706
GO:0048523	negative regulation of cellular process	756	475	403.29	7.8e-06	0.000539724137931035
GO:0000003	reproduction	1798	1046	959.14	7.8e-06	0.000539724137931035
GO:0009615	response to virus	82	61	43.74	8.0e-06	0.000547272727272727
GO:0048856	anatomical structure development	3024	1774	1613.14	8.3e-06	0.000561415730337079
GO:0046686	response to cadmium ion	343	267	182.97	8.4e-06	0.000561866666666667
GO:0030203	glycosaminoglycan metabolic process	6	6	3.2	1.5e-05	0.000981521739130435
GO:0022414	reproductive process	1789	1038	954.34	1.5e-05	0.000981521739130435
GO:0050794	regulation of cellular process	4801	2766	2561.08	1.8e-05	0.00116516129032258
GO:0006006	glucose metabolic process	49	44	26.14	1.9e-05	0.0012168085106383
GO:0019637	organophosphate metabolic process	616	388	328.6	2.5e-05	0.00156770833333333
GO:0006090	pyruvate metabolic process	93	73	49.61	2.5e-05	0.00156770833333333
GO:0006914	autophagy	86	62	45.88	2.6e-05	0.00159714285714286
GO:0006457	protein folding	178	125	94.95	2.6e-05	0.00159714285714286
GO:0051656	establishment of organelle localization	95	77	50.68	3.2e-05	0.00194585858585859
GO:0007165	signal transduction	1797	1071	958.6	3.6e-05	0.0021672
GO:1905634	regulation of protein localization to ch...	7	7	3.73	4.1e-05	0.00241980392156863
GO:0010119	regulation of stomatal movement	87	68	46.41	4.1e-05	0.00241980392156863
GO:0043484	regulation of RNA splicing	40	35	21.34	4.3e-05	0.00251320388349515
GO:0016036	cellular response to phosphate starvatio...	71	52	37.87	4.6e-05	0.00266269230769231
GO:0009606	tropism	123	87	65.61	5.0e-05	0.00286666666666667
GO:0031324	negative regulation of cellular metaboli...	499	324	266.19	5.1e-05	0.00289641509433962
GO:0044403	symbiotic process	86	62	45.88	5.4e-05	0.00303813084112149
GO:0071805	potassium ion transmembrane transport	48	41	25.61	5.9e-05	0.0032887037037037
GO:0010038	response to metal ion	479	345	255.52	6.2e-05	0.00342422018348624
GO:0000910	cytokinesis	105	89	56.01	7.5e-05	0.00406756756756757
GO:0006897	endocytosis	80	71	42.68	7.5e-05	0.00406756756756757
GO:0015977	carbon fixation	25	23	13.34	7.9e-05	0.00424625
GO:0009738	abscisic acid-activated signaling pathwa...	272	186	145.1	8.5e-05	0.0045283185840708
GO:0050657	nucleic acid transport	96	76	51.21	9.4e-05	0.00496385964912281
GO:1903311	regulation of mRNA metabolic process	61	49	32.54	0.00012	0.00617435897435898
GO:0043087	regulation of GTPase activity	67	51	35.74	0.00012	0.00617435897435898
GO:0046903	secretion	109	85	58.15	0.00012	0.00617435897435898
GO:0009790	embryo development	424	280	226.18	0.00013	0.00657647058823529
GO:0140029	exocytic process	24	22	12.8	0.00013	0.00657647058823529
GO:0006325	chromatin organization	435	298	232.05	0.00014	0.00702333333333333
GO:0009132	nucleoside diphosphate metabolic process	84	68	44.81	0.00015	0.00734146341463415
GO:0006139	nucleobase-containing compound metabolic...	4314	2477	2301.29	0.00015	0.00734146341463415
GO:0051236	establishment of RNA localization	96	76	51.21	0.00015	0.00734146341463415
GO:1900150	regulation of defense response to fungus	33	24	17.6	0.00017	0.00812222222222222
GO:0009791	post-embryonic development	1523	932	812.44	0.00017	0.00812222222222222
GO:0051017	actin filament bundle assembly	23	22	12.27	0.00017	0.00812222222222222
GO:0035821	modulation of process of other organism	21	19	11.2	0.00018	0.00853228346456693
GO:0070988	demethylation	33	28	17.6	0.00019	0.00886666666666667
GO:0051607	defense response to virus	51	38	27.21	0.00019	0.00886666666666667
GO:0048511	rhythmic process	147	100	78.42	0.00020	0.00919083969465649
GO:0009414	response to water deprivation	369	242	196.84	0.00020	0.00919083969465649
GO:0061572	actin filament bundle organization	23	22	12.27	0.00021	0.00957727272727273
GO:0003006	developmental process involved in reprod...	1435	865	765.5	0.00023	0.0102562962962963
GO:0034660	ncRNA metabolic process	470	297	250.72	0.00023	0.0102562962962963
GO:0006165	nucleoside diphosphate phosphorylation	78	64	41.61	0.00023	0.0102562962962963
GO:0042221	response to chemical	3023	1812	1612.61	0.00025	0.0110661764705882
GO:0045292	mRNA cis splicing, via spliceosome	36	33	19.2	0.00030	0.0131824817518248
GO:0046434	organophosphate catabolic process	44	34	23.47	0.00034	0.014831884057971
GO:0030641	regulation of cellular pH	35	34	18.67	0.00035	0.015158273381295
GO:0006260	DNA replication	190	126	101.35	0.00040	0.0172
GO:0044281	small molecule metabolic process	1792	1032	955.94	0.00041	0.0175049645390071
GO:1901701	cellular response to oxygen-containing c...	751	482	400.62	0.00046	0.0195014084507042
GO:0000902	cell morphogenesis	392	268	209.11	0.00048	0.0200666666666667
GO:0006406	mRNA export from nucleus	30	26	16	0.00048	0.0200666666666667
GO:0040029	regulation of gene expression, epigeneti...	72	55	38.41	0.00049	0.0203434482758621
GO:0006403	RNA localization	104	81	55.48	0.00055	0.0226780821917808
GO:0009767	photosynthetic electron transport chain	57	38	30.41	0.00058	0.023752380952381
GO:0002376	immune system process	392	241	209.11	0.00062	0.0252189189189189
GO:0007264	small GTPase mediated signal transductio...	93	69	49.61	0.00065	0.026261744966443
GO:0009409	response to cold	412	265	219.78	0.00068	0.0271099337748344
GO:0071216	cellular response to biotic stimulus	13	13	6.93	0.00068	0.0271099337748344
GO:0007186	G protein-coupled receptor signaling pat...	19	18	10.14	0.00071	0.0279359477124183
GO:0008360	regulation of cell shape	34	29	18.14	0.00071	0.0279359477124183
GO:0018193	peptidyl-amino acid modification	420	296	224.05	0.00077	0.0301
GO:0009311	oligosaccharide metabolic process	101	66	53.88	0.00078	0.0302941935483871
GO:0051345	positive regulation of hydrolase activit...	93	65	49.61	0.00082	0.0316435897435897
GO:0006974	cellular response to DNA damage stimulus	376	265	200.58	0.00083	0.0318254777070064
GO:0009653	anatomical structure morphogenesis	909	565	484.9	0.00084	0.0320050632911392
GO:1901990	regulation of mitotic cell cycle phase t...	47	39	25.07	0.00085	0.0321823899371069
GO:0046031	ADP metabolic process	72	59	38.41	0.00089	0.03348625
GO:0044042	glucan metabolic process	238	132	126.96	0.00095	0.0353024691358025
GO:0061919	process utilizing autophagic mechanism	86	62	45.88	0.00095	0.0353024691358025
GO:0034401	chromatin organization involved in regul...	72	53	38.41	0.00100	0.0369325153374233
GO:0006813	potassium ion transport	94	66	50.14	0.00103	0.0378085365853659
GO:0000086	G2/M transition of mitotic cell cycle	29	28	15.47	0.00104	0.0379442424242424
GO:0051172	negative regulation of nitrogen compound...	450	288	240.05	0.00112	0.0403736526946108
GO:0005984	disaccharide metabolic process	72	53	38.41	0.00112	0.0403736526946108
GO:0009637	response to blue light	99	77	52.81	0.00114	0.04085
GO:0060627	regulation of vesicle-mediated transport	43	35	22.94	0.00119	0.042389349112426
GO:0060321	acceptance of pollen	10	9	5.33	0.00121	0.0425976608187134
GO:0048024	regulation of mRNA splicing, via spliceo...	33	30	17.6	0.00121	0.0425976608187134
GO:0030029	actin filament-based process	117	81	62.41	0.00131	0.04585
GO:0051348	negative regulation of transferase activ...	22	17	11.74	0.00146	0.0508046242774566
GO:0120029	proton export across plasma membrane	11	11	5.87	0.00155	0.0536264367816092
GO:0002831	regulation of response to biotic stimulu...	154	102	82.15	0.00161	0.0550693181818182
GO:0007163	establishment or maintenance of cell pol...	19	17	10.14	0.00161	0.0550693181818182
GO:0033993	response to lipid	835	535	445.43	0.00162	0.0550983050847458
GO:0048589	developmental growth	436	281	232.58	0.00163	0.0551269662921348
GO:0009250	glucan biosynthetic process	128	81	68.28	0.00169	0.0568368715083799
GO:0022613	ribonucleoprotein complex biogenesis	476	311	253.92	0.00179	0.0598655555555555
GO:0044282	small molecule catabolic process	238	146	126.96	0.00180	0.0598674033149171
GO:0018298	protein-chromophore linkage	56	46	29.87	0.00184	0.0608615384615385
GO:0030258	lipid modification	128	85	68.28	0.00188	0.0618448087431694
GO:0006112	energy reserve metabolic process	22	18	11.74	0.00202	0.0660572972972973
GO:0048532	anatomical structure arrangement	77	57	41.08	0.00203	0.0660572972972973
GO:0015672	monovalent inorganic cation transport	210	133	112.02	0.00205	0.066316577540107
GO:0046174	polyol catabolic process	27	22	14.4	0.00206	0.066316577540107
GO:0005996	monosaccharide metabolic process	180	115	96.02	0.00208	0.0666042553191489
GO:0009832	plant-type cell wall biogenesis	167	87	89.09	0.00214	0.0678042105263158
GO:0051130	positive regulation of cellular componen...	97	71	51.74	0.00214	0.0678042105263158
GO:0006417	regulation of translation	174	115	92.82	0.00219	0.0690251308900524
GO:0000380	alternative mRNA splicing, via spliceoso...	35	31	18.67	0.00221	0.0692927083333333
GO:0006887	exocytosis	80	68	42.68	0.00232	0.0719917525773196
GO:0009060	aerobic respiration	91	51	48.54	0.00232	0.0719917525773196
GO:0048278	vesicle docking	52	46	27.74	0.00234	0.07224
GO:0031053	primary miRNA processing	13	13	6.93	0.00243	0.0746357142857143
GO:0006414	translational elongation	59	43	31.47	0.00257	0.0785350253807107
GO:0006082	organic acid metabolic process	1234	721	658.27	0.00260	0.0790505050505051
GO:0006401	RNA catabolic process	136	90	72.55	0.00263	0.0795608040201005
GO:0052542	defense response by callose deposition	22	18	11.74	0.00265	0.079765
GO:0010050	vegetative phase change	12	12	6.4	0.00268	0.0802666666666667
GO:0006970	response to osmotic stress	670	419	357.41	0.00273	0.0813594059405941
GO:0022603	regulation of anatomical structure morph...	152	107	81.08	0.00276	0.0817207729468599
GO:0033036	macromolecule localization	1251	789	667.34	0.00279	0.0817207729468599
GO:0006368	transcription elongation from RNA polyme...	28	22	14.94	0.00279	0.0817207729468599
GO:1903829	positive regulation of cellular protein ...	15	14	8	0.00281	0.0817207729468599
GO:0019685	photosynthesis, dark reaction	20	18	10.67	0.00281	0.0817207729468599
GO:0019319	hexose biosynthetic process	27	24	14.4	0.00286	0.082775
GO:0080135	regulation of cellular response to stres...	80	59	42.68	0.00289	0.083243062200957
GO:0006081	cellular aldehyde metabolic process	48	36	25.61	0.00294	0.0841658767772512
GO:0043401	steroid hormone mediated signaling pathw...	91	66	48.54	0.00295	0.0841658767772512
GO:0061727	methylglyoxal catabolic process to lacta...	7	7	3.73	0.00303	0.0860405660377359
GO:0009793	embryo development ending in seed dorman...	400	264	213.38	0.00311	0.0878976525821596
GO:0090627	plant epidermal cell differentiation	156	96	83.22	0.00318	0.08904
GO:0007059	chromosome segregation	139	93	74.15	0.00318	0.08904
GO:0071705	nitrogen compound transport	1139	733	607.6	0.00325	0.0905787037037037
GO:0009225	nucleotide-sugar metabolic process	51	37	27.21	0.00327	0.0907161290322581
GO:0031050	dsRNA processing	61	50	32.54	0.00332	0.0916807339449541
GO:0006400	tRNA modification	87	51	46.41	0.00341	0.0937360730593607
GO:0006074	(1->3)-beta-D-glucan metabolic process	13	12	6.93	0.00345	0.0944045454545454
GO:0051098	regulation of binding	18	16	9.6	0.00347	0.0945221719457014
GO:0010212	response to ionizing radiation	23	21	12.27	0.00357	0.0963739910313901
GO:0071383	cellular response to steroid hormone sti...	91	66	48.54	0.00357	0.0963739910313901
GO:0022604	regulation of cell morphogenesis	94	74	50.14	0.00365	0.09809375
GO:0097435	supramolecular fiber organization	155	110	82.68	0.00379	0.101403555555556
GO:0018210	peptidyl-threonine modification	22	21	11.74	0.00390	0.103575545851528
GO:2001252	positive regulation of chromosome organi...	35	31	18.67	0.00392	0.103575545851528
GO:0009817	defense response to fungus, incompatible...	48	27	25.61	0.00393	0.103575545851528
GO:0048518	positive regulation of biological proces...	1302	741	694.55	0.00394	0.103575545851528
GO:0006354	DNA-templated transcription, elongation	38	29	20.27	0.00406	0.106266086956522
GO:1901700	response to oxygen-containing compound	1707	1059	910.59	0.00412	0.107369696969697
GO:0008214	protein dealkylation	12	12	6.4	0.00429	0.111318103448276
GO:0009743	response to carbohydrate	158	111	84.28	0.00432	0.111395726495726
GO:0006886	intracellular protein transport	570	388	304.06	0.00433	0.111395726495726
GO:0002237	response to molecule of bacterial origin	36	28	19.2	0.00445	0.11376779661017
GO:0031348	negative regulation of defense response	56	39	29.87	0.00446	0.11376779661017
GO:1902749	regulation of cell cycle G2/M phase tran...	28	27	14.94	0.00478	0.120905882352941
GO:0034248	regulation of cellular amide metabolic p...	176	115	93.89	0.00478	0.120905882352941
GO:0051274	beta-glucan biosynthetic process	65	45	34.67	0.00484	0.121654166666667
GO:0000075	cell cycle checkpoint	50	37	26.67	0.00485	0.121654166666667
GO:0016569	covalent chromatin modification	222	156	118.43	0.00501	0.125146058091286
GO:0048545	response to steroid hormone	91	66	48.54	0.00510	0.126867768595041
GO:0051726	regulation of cell cycle	248	165	132.29	0.00532	0.131611336032389
GO:0016050	vesicle organization	103	81	54.95	0.00536	0.131611336032389
GO:0000165	MAPK cascade	32	26	17.07	0.00537	0.131611336032389
GO:0009756	carbohydrate mediated signaling	43	34	22.94	0.00540	0.131611336032389
GO:0006739	NADP metabolic process	37	28	19.74	0.00540	0.131611336032389
GO:0071367	cellular response to brassinosteroid sti...	93	67	49.61	0.00556	0.134906024096386
GO:0031570	DNA integrity checkpoint	32	28	17.07	0.00558	0.134906024096386
GO:0051321	meiotic cell cycle	188	130	100.29	0.00584	0.1406272
GO:0080092	regulation of pollen tube growth	34	26	18.14	0.00587	0.140786454183267
GO:0071215	cellular response to abscisic acid stimu...	298	202	158.97	0.00601	0.143572222222222
GO:0044839	cell cycle G2/M phase transition	31	29	16.54	0.00607	0.144432411067194
GO:0005977	glycogen metabolic process	22	18	11.74	0.00633	0.150025984251969
GO:0030865	cortical cytoskeleton organization	38	34	20.27	0.00637	0.150381960784314
GO:0060560	developmental growth involved in morphog...	311	209	165.9	0.00652	0.15295953307393
GO:0002832	negative regulation of response to bioti...	32	24	17.07	0.00653	0.15295953307393
GO:0032101	regulation of response to external stimu...	159	104	84.82	0.00665	0.155032432432432
GO:0071166	ribonucleoprotein complex localization	50	40	26.67	0.00667	0.155032432432432
GO:0051606	detection of stimulus	92	65	49.08	0.00683	0.158140769230769
GO:0030835	negative regulation of actin filament de...	13	11	6.93	0.00703	0.162147892720307
GO:0031407	oxylipin metabolic process	25	20	13.34	0.00709	0.16251711026616
GO:0009895	negative regulation of catabolic process	15	13	8	0.00710	0.16251711026616
GO:0072528	pyrimidine-containing compound biosynthe...	50	36	26.67	0.00718	0.163725757575758
GO:0051099	positive regulation of binding	10	10	5.33	0.00735	0.166969811320755
GO:0007154	cell communication	2087	1204	1113.3	0.00755	0.170868421052632
GO:0031087	deadenylation-independent decapping of n...	7	7	3.73	0.00781	0.17609063670412
GO:0098655	cation transmembrane transport	292	179	155.77	0.00786	0.176124163568773
GO:0055086	nucleobase-containing small molecule met...	402	252	214.45	0.00787	0.176124163568773
GO:0010540	basipetal auxin transport	18	15	9.6	0.00812	0.181045925925926
GO:0051445	regulation of meiotic cell cycle	20	17	10.67	0.00820	0.181706617647059
GO:0009833	plant-type primary cell wall biogenesis	26	22	13.87	0.00821	0.181706617647059
GO:0009581	detection of external stimulus	62	43	33.07	0.00831	0.183246153846154
GO:0055082	cellular chemical homeostasis	162	105	86.42	0.00851	0.186971532846715
GO:0001101	response to acid chemical	405	265	216.05	0.00858	0.187337184115523
GO:0046854	phosphatidylinositol phosphorylation	33	27	17.6	0.00860	0.187337184115523
GO:0036092	phosphatidylinositol-3-phosphate biosynt...	6	6	3.2	0.00862	0.187337184115523
GO:0055069	zinc ion homeostasis	12	10	6.4	0.00877	0.189911510791367
GO:0009086	methionine biosynthetic process	29	23	15.47	0.00883	0.190525448028674
GO:0072521	purine-containing compound metabolic pro...	248	159	132.29	0.00893	0.191995
GO:0006903	vesicle targeting	25	20	13.34	0.00906	0.194048936170213
GO:0016051	carbohydrate biosynthetic process	366	217	195.24	0.00909	0.194048936170213
GO:0008152	metabolic process	12346	6658	6585.93	0.00918	0.195277738515901
GO:0007034	vacuolar transport	93	63	49.61	0.00929	0.196921830985915
GO:0009765	photosynthesis, light harvesting	39	30	20.8	0.00938	0.198131929824561
GO:1905269	positive regulation of chromatin organiz...	23	21	12.27	0.00947	0.199268292682927
GO:0018107	peptidyl-threonine phosphorylation	22	21	11.74	0.00950	0.199268292682927
GO:0104004	cellular response to environmental stimu...	204	140	108.82	0.00960	0.200666666666667
GO:0031503	protein-containing complex localization	61	48	32.54	0.00987	0.20530275862069
GO:0071478	cellular response to radiation	136	100	72.55	0.00989	0.20530275862069
GO:0031408	oxylipin biosynthetic process	24	19	12.8	0.01015	0.20946301369863
GO:0042752	regulation of circadian rhythm	51	38	27.21	0.01016	0.20946301369863
GO:0046486	glycerolipid metabolic process	194	120	103.49	0.01036	0.212857337883959
GO:0045595	regulation of cell differentiation	72	51	38.41	0.01053	0.215614285714286
GO:0006740	NADPH regeneration	28	20	14.94	0.01057	0.215699661016949
GO:0010498	proteasomal protein catabolic process	246	126	131.23	0.01071	0.217818243243243
GO:0032784	regulation of DNA-templated transcriptio...	27	21	14.4	0.01090	0.220936026936027
GO:0071322	cellular response to carbohydrate stimul...	60	45	32.01	0.01097	0.221608724832215
GO:0046777	protein autophosphorylation	213	170	113.62	0.01116	0.224692976588629
GO:0044818	mitotic G2/M transition checkpoint	16	15	8.54	0.01130	0.226753333333333
GO:0098739	import across plasma membrane	16	14	8.54	0.01139	0.2278
GO:0009888	tissue development	625	392	333.4	0.01150	0.228481848184818
GO:0000413	protein peptidyl-prolyl isomerization	58	34	30.94	0.01150	0.228481848184818
GO:0097306	cellular response to alcohol	298	202	158.97	0.01157	0.229116447368421
GO:0046463	acylglycerol biosynthetic process	27	20	14.4	0.01171	0.231128524590164
GO:0046838	phosphorylated carbohydrate dephosphoryl...	19	16	10.14	0.01176	0.231356862745098
GO:1901987	regulation of cell cycle phase transitio...	52	43	27.74	0.01181	0.231583713355049
GO:0032878	regulation of establishment or maintenan...	8	8	4.27	0.01218	0.237488025889968
GO:0032102	negative regulation of response to exter...	32	24	17.07	0.01219	0.237488025889968
GO:0016441	posttranscriptional gene silencing	89	71	47.48	0.01225	0.237509324758842
GO:0007033	vacuole organization	73	58	38.94	0.01227	0.237509324758842
GO:0007004	telomere maintenance via telomerase	19	13	10.14	0.01242	0.239453674121406
GO:0051983	regulation of chromosome segregation	29	23	15.47	0.01245	0.239453674121406
GO:0006730	one-carbon metabolic process	31	24	16.54	0.01265	0.242328888888889
GO:0006397	mRNA processing	437	304	233.12	0.01268	0.242328888888889
GO:0009395	phospholipid catabolic process	12	11	6.4	0.01274	0.242705063291139
GO:0006544	glycine metabolic process	18	15	9.6	0.01288	0.244598107255521
GO:0009226	nucleotide-sugar biosynthetic process	40	29	21.34	0.01310	0.247993710691824
GO:0010389	regulation of G2/M transition of mitotic...	27	26	14.4	0.01324	0.249858307210031
GO:1901360	organic cyclic compound metabolic proces...	4900	2767	2613.89	0.01333	0.250770625
GO:0009644	response to high light intensity	81	56	43.21	0.01342	0.250895652173913
GO:0071826	ribonucleoprotein complex subunit organi...	190	128	101.35	0.01342	0.250895652173913
GO:1901616	organic hydroxy compound catabolic proce...	45	30	24.01	0.01347	0.251050773993808
GO:0010102	lateral root morphogenesis	64	43	34.14	0.01367	0.253991975308642
GO:0015914	phospholipid transport	28	20	14.94	0.01390	0.257470769230769
GO:0031330	negative regulation of cellular cataboli...	14	12	7.47	0.01405	0.259351057401813
GO:0006555	methionine metabolic process	32	25	17.07	0.01411	0.259351057401813
GO:0015994	chlorophyll metabolic process	86	55	45.88	0.01420	0.259351057401813
GO:0051712	positive regulation of killing of cells ...	3	2	1.6	0.01426	0.259351057401813
GO:0051709	regulation of killing of cells of other ...	3	2	1.6	0.01426	0.259351057401813
GO:0051883	killing of cells in other organism invol...	3	2	1.6	0.01426	0.259351057401813
GO:0051510	regulation of unidimensional cell growth	59	46	31.47	0.01440	0.26110843373494
GO:0051303	establishment of chromosome localization	11	11	5.87	0.01474	0.266470870870871
GO:0009117	nucleotide metabolic process	297	195	158.43	0.01482	0.26711497005988
GO:0007389	pattern specification process	187	123	99.75	0.01526	0.27422447761194
GO:0048209	regulation of vesicle targeting, to, fro...	18	13	9.6	0.01532	0.274483333333333
GO:0001558	regulation of cell growth	95	70	50.68	0.01548	0.276527002967359
GO:0006900	vesicle budding from membrane	39	33	20.8	0.01558	0.277489940828402
GO:0009098	leucine biosynthetic process	16	14	8.54	0.01597	0.283397660818713
GO:0010228	vegetative to reproductive phase transit...	209	141	111.49	0.01608	0.283397660818713
GO:0032786	positive regulation of DNA-templated tra...	19	15	10.14	0.01608	0.283397660818713
GO:0006687	glycosphingolipid metabolic process	5	5	2.67	0.01610	0.283397660818713
