GO.ID	Term	Annotated	Significant	Expected	parentchildFisher	parentchildFisher_fdr
GO:0005635	nuclear envelope	144	108	75.05	5.5e-05	0.00112156862745098
GO:0012506	vesicle membrane	105	78	54.73	5.5e-05	0.00112156862745098
GO:0005881	cytoplasmic microtubule	31	28	16.16	8.1e-05	0.00162
GO:0098687	chromosomal region	89	64	46.39	0.00011	0.00215849056603774
GO:0030117	membrane coat	65	52	33.88	0.00012	0.00231111111111111
GO:0098807	chloroplast thylakoid membrane protein c...	16	16	8.34	0.00015	0.00283636363636364
GO:0000785	chromatin	204	132	106.33	0.00018	0.00334285714285714
GO:0034357	photosynthetic membrane	447	274	232.98	0.00023	0.00419649122807018
GO:0034399	nuclear periphery	24	21	12.51	0.00030	0.00537931034482758
GO:0045261	proton-transporting ATP synthase complex...	15	14	7.82	0.00041	0.0072271186440678
GO:0031410	cytoplasmic vesicle	633	405	329.93	0.00045	0.0078
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	96	66	50.04	0.00050	0.00852459016393443
GO:0036464	cytoplasmic ribonucleoprotein granule	79	60	41.18	0.00051	0.00855483870967742
GO:0005730	nucleolus	504	364	262.69	0.00058	0.00957460317460317
GO:0099023	vesicle tethering complex	75	60	39.09	0.00077	0.0125125
GO:0045177	apical part of cell	22	19	11.47	0.00085	0.0136
GO:0043230	extracellular organelle	11	11	5.73	0.00096	0.0151272727272727
GO:0009574	preprophase band	18	16	9.38	0.00119	0.0184716417910448
GO:0019898	extrinsic component of membrane	84	58	43.78	0.00121	0.0185058823529412
GO:0005657	replication fork	47	35	24.5	0.00145	0.0218550724637681
GO:0031307	integral component of mitochondrial oute...	18	13	9.38	0.00155	0.0230285714285714
GO:0016459	myosin complex	19	18	9.9	0.00160	0.0234366197183099
GO:0030658	transport vesicle membrane	49	40	25.54	0.00207	0.0299
GO:0000275	mitochondrial proton-transporting ATP sy...	9	8	4.69	0.00253	0.0360438356164384
GO:0005844	polysome	103	78	53.68	0.00275	0.038272
GO:0009507	chloroplast	2532	1503	1319.71	0.00276	0.038272
GO:0030686	90S preribosome	27	25	14.07	0.00291	0.0398210526315789
GO:0033178	proton-transporting two-sector ATPase co...	25	21	13.03	0.00302	0.0405333333333333
GO:0009528	plastid inner membrane	84	52	43.78	0.00304	0.0405333333333333
GO:1903561	extracellular vesicle	11	11	5.73	0.00326	0.0429164556962025
GO:0030427	site of polarized growth	16	14	8.34	0.00349	0.04537
GO:0005681	spliceosomal complex	171	121	89.13	0.00374	0.0480197530864198
GO:0031968	organelle outer membrane	122	87	63.59	0.00429	0.054255421686747
GO:0030136	clathrin-coated vesicle	65	52	33.88	0.00433	0.054255421686747
GO:0000145	exocyst	37	34	19.28	0.00444	0.0549714285714286
GO:0032588	trans-Golgi network membrane	14	13	7.3	0.00453	0.0554258823529412
GO:0015935	small ribosomal subunit	135	82	70.36	0.00528	0.0638511627906977
GO:0000407	phagophore assembly site	27	21	14.07	0.00567	0.0677793103448276
GO:0009522	photosystem I	44	35	22.93	0.00577	0.0681909090909091
GO:0000922	spindle pole	21	17	10.95	0.00631	0.0730311111111111
GO:0030119	AP-type membrane coat adaptor complex	20	17	10.42	0.00632	0.0730311111111111
GO:0030660	Golgi-associated vesicle membrane	64	49	33.36	0.00648	0.0740571428571428
GO:0042995	cell projection	95	62	49.52	0.00661	0.0747217391304348
GO:0005774	vacuolar membrane	671	417	349.73	0.00725	0.0809872340425532
GO:0016020	membrane	9213	4891	4801.94	0.00732	0.0809872340425532
GO:0030659	cytoplasmic vesicle membrane	103	77	53.68	0.00757	0.0828715789473684
GO:0005871	kinesin complex	55	54	28.67	0.00803	0.0869916666666667
GO:0000311	plastid large ribosomal subunit	6	4	3.13	0.00956	0.102195918367347
GO:0030662	coated vesicle membrane	76	57	39.61	0.00963	0.102195918367347
GO:0090404	pollen tube tip	15	14	7.82	0.01096	0.115135353535354
GO:0005905	clathrin-coated pit	30	24	15.64	0.01133	0.117489108910891
GO:0000796	condensin complex	7	7	3.65	0.01141	0.117489108910891
GO:0030140	trans-Golgi network transport vesicle	12	12	6.25	0.01240	0.12643137254902
GO:0031090	organelle membrane	2391	1331	1246.22	0.01531	0.15458640776699
GO:0098797	plasma membrane protein complex	41	34	21.37	0.01628	0.1628
GO:0009514	glyoxysome	8	8	4.17	0.01768	0.174837735849057
GO:0000148	1,3-beta-D-glucan synthase complex	12	11	6.25	0.01782	0.174837735849057
GO:0120025	plasma membrane bounded cell projection	89	61	46.39	0.01821	0.1768
GO:0000815	ESCRT III complex	11	10	5.73	0.01836	0.1768
GO:0005769	early endosome	41	32	21.37	0.01978	0.188726605504587
GO:0031301	integral component of organelle membrane	179	99	93.3	0.02124	0.200814545454545
GO:0009707	chloroplast outer membrane	63	44	32.84	0.02178	0.204064864864865
GO:1990234	transferase complex	585	344	304.91	0.02308	0.214314285714286
GO:0055035	plastid thylakoid membrane	427	266	222.56	0.02420	0.222725663716814
GO:0031332	RNAi effector complex	8	8	4.17	0.02514	0.229347368421053
GO:0030130	clathrin coat of trans-Golgi network ves...	7	7	3.65	0.02661	0.240646956521739
GO:0070971	endoplasmic reticulum exit site	12	10	6.25	0.02738	0.245475862068966
GO:0035770	ribonucleoprotein granule	79	60	41.18	0.02769	0.246133333333333
GO:0030014	CCR4-NOT complex	26	20	13.55	0.02940	0.259118644067797
GO:0031982	vesicle	705	421	367.46	0.03212	0.280712605042017
GO:0005815	microtubule organizing center	57	37	29.71	0.03539	0.305639669421488
GO:0005768	endosome	454	283	236.63	0.03556	0.305639669421488
GO:0034708	methyltransferase complex	31	23	16.16	0.03802	0.324104918032787
GO:0032432	actin filament bundle	5	5	2.61	0.03861	0.326458536585366
GO:0031967	organelle envelope	1223	720	637.44	0.03901	0.32718064516129
GO:0005637	nuclear inner membrane	10	8	5.21	0.03986	0.3316352
GO:0055037	recycling endosome	11	10	5.73	0.04043	0.333707936507937
GO:0042575	DNA polymerase complex	19	15	9.9	0.04145	0.339433070866142
GO:0031300	intrinsic component of organelle membran...	183	101	95.38	0.04365	0.3532
GO:0030684	preribosome	83	60	43.26	0.04404	0.3532
GO:0000124	SAGA complex	16	13	8.34	0.04415	0.3532
GO:0031201	SNARE complex	53	37	27.62	0.04709	0.37384427480916
GO:0009536	plastid	2615	1539	1362.97	0.04976	0.386662686567164
GO:0032116	SMC loading complex	6	6	3.13	0.04982	0.386662686567164
GO:0070531	BRCA1-A complex	6	6	3.13	0.04982	0.386662686567164
GO:0030894	replisome	18	14	9.38	0.05047	0.388805925925926
GO:0009535	chloroplast thylakoid membrane	426	265	222.04	0.05108	0.390611764705882
GO:0005794	Golgi apparatus	1154	688	601.48	0.05182	0.393378102189781
GO:0031205	endoplasmic reticulum Sec complex	5	5	2.61	0.05657	0.426324637681159
GO:0005847	mRNA cleavage and polyadenylation specif...	8	7	4.17	0.05944	0.444730935251799
GO:0030076	light-harvesting complex	5	5	2.61	0.06048	0.44928
GO:0030981	cortical microtubule cytoskeleton	31	28	16.16	0.06199	0.454304225352113
GO:0012507	ER to Golgi transport vesicle membrane	35	26	18.24	0.06203	0.454304225352113
GO:0005960	glycine cleavage complex	5	5	2.61	0.06351	0.461890909090909
GO:0000325	plant-type vacuole	175	109	91.21	0.06415	0.463305555555556
GO:0034388	Pwp2p-containing subcomplex of 90S preri...	6	6	3.13	0.06605	0.473737931034483
GO:0012510	trans-Golgi network transport vesicle me...	9	9	4.69	0.06727	0.479183561643836
GO:0005758	mitochondrial intermembrane space	27	15	14.07	0.06953	0.489707382550336
GO:0008540	proteasome regulatory particle, base sub...	17	14	8.86	0.06986	0.489707382550336
GO:0032797	SMN complex	4	4	2.08	0.07016	0.489707382550336
GO:0005652	nuclear lamina	4	4	2.08	0.07403	0.511666225165563
GO:0031248	protein acetyltransferase complex	58	39	30.23	0.07429	0.511666225165563
GO:1904949	ATPase complex	25	18	13.03	0.07523	0.514731578947368
GO:0005677	chromatin silencing complex	9	8	4.69	0.07602	0.514935064935065
GO:0009521	photosystem	95	62	49.52	0.07625	0.514935064935065
GO:0031461	cullin-RING ubiquitin ligase complex	191	108	99.55	0.07789	0.522616774193548
GO:0070552	BRISC complex	5	5	2.61	0.08216	0.546828025477707
GO:0098552	side of membrane	37	24	19.28	0.08255	0.546828025477707
GO:0030126	COPI vesicle coat	15	12	7.82	0.08377	0.55139746835443
GO:0070993	translation preinitiation complex	23	17	11.99	0.08693	0.56511
GO:0000109	nucleotide-excision repair complex	5	5	2.61	0.08694	0.56511
GO:0070505	pollen coat	3	2	1.56	0.08772	0.56663850931677
GO:0031209	SCAR complex	8	7	4.17	0.08923	0.572834567901235
GO:0030687	preribosome, large subunit precursor	21	18	10.95	0.09210	0.587631901840491
GO:0009527	plastid outer membrane	66	45	34.4	0.09273	0.588043902439024
GO:0055038	recycling endosome membrane	5	5	2.61	0.09739	0.608119760479042
GO:0005838	proteasome regulatory particle	32	24	16.68	0.09765	0.608119760479042
GO:0022624	proteasome accessory complex	32	24	16.68	0.09765	0.608119760479042
GO:0030120	vesicle coat	45	37	23.45	0.09839	0.609080952380952
GO:0001673	male germ cell nucleus	3	3	1.56	0.10000	0.615384615384615
GO:1902493	acetyltransferase complex	58	39	30.23	0.10759	0.658197647058824
GO:0005778	peroxisomal membrane	41	29	21.37	0.10864	0.660734502923977
GO:0005942	phosphatidylinositol 3-kinase complex	4	4	2.08	0.10994	0.664753488372093
GO:1905360	GTPase complex	7	6	3.65	0.11176	0.671852023121387
GO:0016363	nuclear matrix	9	7	4.69	0.11301	0.672850285714286
GO:0035618	root hair	10	9	5.21	0.11322	0.672850285714286
GO:0018444	translation release factor complex	4	4	2.08	0.11513	0.680313636363636
GO:0045252	oxoglutarate dehydrogenase complex	4	4	2.08	0.11607	0.681993220338983
GO:0010330	cellulose synthase complex	4	4	2.08	0.11871	0.689944134078212
GO:0000792	heterochromatin	16	13	8.34	0.11875	0.689944134078212
GO:0005852	eukaryotic translation initiation factor...	22	16	11.47	0.12154	0.702231111111111
GO:0017101	aminoacyl-tRNA synthetase multienzyme co...	7	6	3.65	0.12343	0.709211049723757
GO:0031234	extrinsic component of cytoplasmic side ...	10	8	5.21	0.12438	0.710742857142857
GO:0005744	TIM23 mitochondrial import inner membran...	22	11	11.47	0.12573	0.714531147540984
GO:0005669	transcription factor TFIID complex	20	14	10.42	0.12752	0.720765217391304
GO:0005802	trans-Golgi network	312	197	162.62	0.12929	0.726819459459459
GO:0031903	microbody membrane	41	29	21.37	0.13016	0.727776344086022
GO:0034719	SMN-Sm protein complex	10	8	5.21	0.13158	0.72794693877551
GO:0042406	extrinsic component of endoplasmic retic...	6	5	3.13	0.13228	0.72794693877551
GO:0034663	endoplasmic reticulum chaperone complex	4	4	2.08	0.13311	0.72794693877551
GO:0110165	cellular anatomical entity	19204	10018	10009.38	0.13401	0.72794693877551
GO:0030135	coated vesicle	136	93	70.88	0.13410	0.72794693877551
GO:0000347	THO complex	14	11	7.3	0.13484	0.72794693877551
GO:0005697	telomerase holoenzyme complex	4	4	2.08	0.13639	0.72794693877551
GO:0042579	microbody	261	159	136.04	0.13642	0.72794693877551
GO:0005753	mitochondrial proton-transporting ATP sy...	26	13	13.55	0.13698	0.72794693877551
GO:0005675	transcription factor TFIIH holo complex	12	9	6.25	0.13719	0.72794693877551
GO:0030863	cortical cytoskeleton	36	31	18.76	0.14006	0.735212060301508
GO:0042719	mitochondrial intermembrane space protei...	2	2	1.04	0.14043	0.735212060301508
GO:0030897	HOPS complex	7	6	3.65	0.14068	0.735212060301508
GO:0045178	basal part of cell	3	3	1.56	0.14194	0.735516831683168
GO:1902495	transmembrane transporter complex	10	7	5.21	0.14285	0.735516831683168
GO:0045244	succinate-CoA ligase complex (GDP-formin...	2	2	1.04	0.14286	0.735516831683168
GO:0031306	intrinsic component of mitochondrial out...	18	13	9.38	0.14357	0.735531034482759
GO:0009531	secondary cell wall	15	8	7.82	0.14450	0.736666666666667
GO:0010494	cytoplasmic stress granule	22	19	11.47	0.14583	0.739820487804878
GO:0099513	polymeric cytoskeletal fiber	228	181	118.84	0.14875	0.750970873786408
GO:0000790	nuclear chromatin	94	64	48.99	0.14995	0.753371980676328
GO:0033202	DNA helicase complex	15	11	7.82	0.15571	0.77855
GO:0030118	clathrin coat	20	18	10.42	0.15692	0.780845933014354
GO:0000159	protein phosphatase type 2A complex	23	16	11.99	0.15847	0.78480380952381
GO:0022627	cytosolic small ribosomal subunit	108	71	56.29	0.16533	0.814896682464455
GO:0099503	secretory vesicle	4	4	2.08	0.16668	0.817675471698113
GO:0000346	transcription export complex	7	6	3.65	0.16749	0.817791549295775
GO:0015630	microtubule cytoskeleton	295	232	153.76	0.17051	0.827598139534884
GO:0000784	nuclear chromosome, telomeric region	24	18	12.51	0.17109	0.827598139534884
GO:0035327	transcriptionally active chromatin	4	4	2.08	0.17247	0.830411111111111
GO:0005643	nuclear pore	65	45	33.88	0.17646	0.845706912442396
GO:0030139	endocytic vesicle	11	9	5.73	0.17880	0.847269090909091
GO:0043667	pollen wall	2	2	1.04	0.17913	0.847269090909091
GO:0098562	cytoplasmic side of membrane	30	21	15.64	0.17923	0.847269090909091
GO:0030137	COPI-coated vesicle	16	13	8.34	0.18093	0.851435294117647
GO:0030956	glutamyl-tRNA(Gln) amidotransferase comp...	3	3	1.56	0.18580	0.858966371681416
GO:0032045	guanyl-nucleotide exchange factor comple...	3	3	1.56	0.18580	0.858966371681416
GO:0005846	nuclear cap binding complex	3	3	1.56	0.18584	0.858966371681416
GO:0098796	membrane protein complex	613	346	319.5	0.18611	0.858966371681416
GO:0016592	mediator complex	50	35	26.06	0.18666	0.858966371681416
GO:0016607	nuclear speck	81	66	42.22	0.19084	0.861664135021097
GO:0045495	pole plasm	3	3	1.56	0.19145	0.861664135021097
GO:1990316	Atg1/ULK1 kinase complex	3	3	1.56	0.19154	0.861664135021097
GO:0008278	cohesin complex	7	6	3.65	0.19175	0.861664135021097
GO:0008023	transcription elongation factor complex	23	17	11.99	0.19195	0.861664135021097
GO:0044611	nuclear pore inner ring	7	6	3.65	0.19378	0.861664135021097
GO:0043614	multi-eIF complex	3	3	1.56	0.19403	0.861664135021097
GO:0048471	perinuclear region of cytoplasm	22	14	11.47	0.19428	0.861664135021097
GO:0017053	transcription repressor complex	7	6	3.65	0.19510	0.861664135021097
GO:0016471	vacuolar proton-transporting V-type ATPa...	10	8	5.21	0.19573	0.861664135021097
GO:0005801	cis-Golgi network	14	10	7.3	0.19636	0.861664135021097
GO:0017102	methionyl glutamyl tRNA synthetase compl...	3	3	1.56	0.19767	0.86216
GO:0000243	commitment complex	15	12	7.82	0.19856	0.86216
GO:0005720	nuclear heterochromatin	12	10	6.25	0.19896	0.86216
GO:0099081	supramolecular polymer	228	181	118.84	0.20192	0.87135601659751
GO:0045283	fumarate reductase complex	11	5	5.73	0.20338	0.874029752066116
GO:0030125	clathrin vesicle coat	11	10	5.73	0.20495	0.877152263374486
GO:0090734	site of DNA damage	10	7	5.21	0.20966	0.8878688
GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange fac...	3	3	1.56	0.21153	0.8878688
GO:0005765	lysosomal membrane	17	10	8.86	0.21179	0.8878688
GO:0005663	DNA replication factor C complex	10	8	5.21	0.21200	0.8878688
GO:0005819	spindle	96	67	50.04	0.21219	0.8878688
GO:0031351	integral component of plastid membrane	23	15	11.99	0.21297	0.8878688
GO:0000502	proteasome complex	89	55	46.39	0.21343	0.8878688
GO:0016328	lateral plasma membrane	5	4	2.61	0.21572	0.890273015873016
GO:0051233	spindle midzone	5	4	2.61	0.21572	0.890273015873016
GO:0098791	Golgi apparatus subcompartment	352	218	183.47	0.22058	0.900164341085271
GO:0070985	transcription factor TFIIK complex	3	3	1.56	0.22101	0.900164341085271
GO:1905354	exoribonuclease complex	21	14	10.95	0.22215	0.900164341085271
GO:0005791	rough endoplasmic reticulum	10	7	5.21	0.22251	0.900164341085271
GO:0030870	Mre11 complex	3	3	1.56	0.22331	0.900164341085271
GO:0030689	Noc complex	3	3	1.56	0.22331	0.900164341085271
GO:0005779	integral component of peroxisomal membra...	13	9	6.78	0.22586	0.906928185328185
GO:0010445	nuclear dicing body	6	6	3.13	0.23000	0.92
GO:0032301	MutSalpha complex	3	3	1.56	0.23104	0.920619157088123
GO:0046695	SLIK (SAGA-like) complex	5	5	2.61	0.23366	0.923565217391304
GO:0098827	endoplasmic reticulum subcompartment	11	8	5.73	0.23610	0.923565217391304
GO:0005771	multivesicular body	24	17	12.51	0.23740	0.923565217391304
GO:0005775	vacuolar lumen	3	3	1.56	0.23799	0.923565217391304
GO:0005874	microtubule	217	173	113.1	0.23856	0.923565217391304
GO:0000312	plastid small ribosomal subunit	2	2	1.04	0.23913	0.923565217391304
GO:0033180	proton-transporting V-type ATPase, V1 do...	7	6	3.65	0.23939	0.923565217391304
GO:0000799	nuclear condensin complex	3	3	1.56	0.23992	0.923565217391304
GO:0035658	Mon1-Ccz1 complex	3	3	1.56	0.24287	0.923565217391304
GO:0009538	photosystem I reaction center	8	6	4.17	0.24410	0.923565217391304
GO:0035859	Seh1-associated complex	3	3	1.56	0.24429	0.923565217391304
GO:0061700	GATOR2 complex	3	3	1.56	0.24429	0.923565217391304
GO:0031262	Ndc80 complex	3	3	1.56	0.24429	0.923565217391304
GO:0031617	NMS complex	3	3	1.56	0.24498	0.923565217391304
GO:0031350	intrinsic component of plastid membrane	23	15	11.99	0.24510	0.923565217391304
GO:0071541	eukaryotic translation initiation factor...	4	4	2.08	0.24880	0.93412274368231
GO:0032806	carboxy-terminal domain protein kinase c...	12	9	6.25	0.25610	0.958071942446043
GO:0005845	mRNA cap binding complex	8	6	4.17	0.25718	0.958663799283154
GO:0009360	DNA polymerase III complex	5	5	2.61	0.25826	0.959251428571429
GO:0070461	SAGA-type complex	18	14	9.38	0.26078	0.962601360544218
GO:1905368	peptidase complex	120	71	62.55	0.26224	0.962601360544218
GO:0097550	transcription preinitiation complex	2	2	1.04	0.26283	0.962601360544218
GO:0009533	chloroplast stromal thylakoid	9	7	4.69	0.26633	0.962601360544218
GO:0005880	nuclear microtubule	9	7	4.69	0.26961	0.962601360544218
GO:0031976	plastid thylakoid	516	312	268.95	0.26965	0.962601360544218
GO:0009542	granum	2	2	1.04	0.27212	0.962601360544218
GO:0000800	lateral element	2	2	1.04	0.27212	0.962601360544218
GO:0097218	sieve plate	2	2	1.04	0.27212	0.962601360544218
GO:0031252	cell leading edge	2	2	1.04	0.27212	0.962601360544218
GO:0031256	leading edge membrane	2	2	1.04	0.27212	0.962601360544218
GO:0043668	exine	2	2	1.04	0.27212	0.962601360544218
GO:0043673	sexine	2	2	1.04	0.27212	0.962601360544218
GO:0043674	columella	2	2	1.04	0.27212	0.962601360544218
GO:0071458	integral component of cytoplasmic side o...	11	7	5.73	0.27372	0.962970666666667
GO:0031080	nuclear pore outer ring	6	5	3.13	0.27436	0.962970666666667
GO:0031231	intrinsic component of peroxisomal membr...	13	9	6.78	0.27628	0.962970666666667
GO:1990391	DNA repair complex	18	13	9.38	0.27661	0.962970666666667
GO:0031416	NatB complex	2	2	1.04	0.27778	0.962970666666667
GO:0005731	nucleolus organizer region	2	2	1.04	0.27778	0.962970666666667
GO:1905347	endodeoxyribonuclease complex	4	3	2.08	0.27972	0.964394736842105
GO:1990351	transporter complex	15	11	7.82	0.28026	0.964394736842105
GO:0034518	RNA cap binding complex	9	7	4.69	0.28190	0.964394736842105
GO:0005662	DNA replication factor A complex	9	7	4.69	0.28190	0.964394736842105
GO:0009529	plastid intermembrane space	3	3	1.56	0.28402	0.968461639344262
GO:0012511	monolayer-surrounded lipid storage body	21	13	10.95	0.28525	0.969477124183007
GO:0005956	protein kinase CK2 complex	5	4	2.61	0.28813	0.976075570032573
GO:0031972	chloroplast intermembrane space	3	3	1.56	0.29063	0.979706752411576
GO:0000015	phosphopyruvate hydratase complex	3	3	1.56	0.29121	0.979706752411576
GO:0009295	nucleoid	62	35	32.32	0.29204	0.979706752411576
GO:0072686	mitotic spindle	11	9	5.73	0.29297	0.979706752411576
GO:0016605	PML body	5	5	2.61	0.29571	0.9857
GO:0070939	Dsl1/NZR complex	2	2	1.04	0.30276	0.993746546546546
GO:0045240	dihydrolipoyl dehydrogenase complex	9	5	4.69	0.30475	0.993746546546546
GO:0005854	nascent polypeptide-associated complex	5	4	2.61	0.30744	0.993746546546546
GO:0009346	citrate lyase complex	5	4	2.61	0.30744	0.993746546546546
GO:0010370	perinucleolar chromocenter	2	2	1.04	0.30769	0.993746546546546
GO:0009706	chloroplast inner membrane	80	49	41.7	0.31181	0.993746546546546
GO:0005674	transcription factor TFIIF complex	2	2	1.04	0.31184	0.993746546546546
GO:0043229	intracellular organelle	12065	6857	6288.44	0.31229	0.993746546546546
GO:0008180	COP9 signalosome	11	8	5.73	0.31230	0.993746546546546
GO:0031519	PcG protein complex	11	8	5.73	0.31230	0.993746546546546
GO:0042709	succinate-CoA ligase complex	2	2	1.04	0.31358	0.993746546546546
GO:0016602	CCAAT-binding factor complex	19	13	9.9	0.31484	0.993746546546546
GO:0098554	cytoplasmic side of endoplasmic reticulu...	11	7	5.73	0.31488	0.993746546546546
GO:0030904	retromer complex	10	7	5.21	0.31518	0.993746546546546
GO:0000178	exosome (RNase complex)	20	13	10.42	0.31527	0.993746546546546
GO:0009534	chloroplast thylakoid	515	311	268.42	0.31543	0.993746546546546
GO:0045272	plasma membrane respiratory chain comple...	4	3	2.08	0.31631	0.993746546546546
GO:0031977	thylakoid lumen	70	39	36.48	0.31785	0.993746546546546
GO:0031207	Sec62/Sec63 complex	2	2	1.04	0.31819	0.993746546546546
GO:0009783	photosystem II antenna complex	2	2	1.04	0.31819	0.993746546546546
GO:0071439	clathrin complex	2	2	1.04	0.31819	0.993746546546546
GO:0009986	cell surface	11	7	5.73	0.32525	1
GO:0033593	BRCA2-MAGE-D1 complex	2	2	1.04	0.32563	1
GO:0098799	outer mitochondrial membrane protein com...	14	9	7.3	0.32764	1
GO:1990904	ribonucleoprotein complex	738	467	384.66	0.32883	1
GO:0089701	U2AF complex	8	6	4.17	0.32954	1
GO:0009328	phenylalanine-tRNA ligase complex	2	2	1.04	0.33306	1
GO:0031355	integral component of plastid outer memb...	17	12	8.86	0.33382	1
GO:0055087	Ski complex	2	2	1.04	0.33935	1
GO:0030141	secretory granule	2	2	1.04	0.34068	1
GO:0031901	early endosome membrane	15	11	7.82	0.34208	1
GO:0043596	nuclear replication fork	28	20	14.59	0.34325	1
GO:0046930	pore complex	16	9	8.34	0.34416	1
GO:0030867	rough endoplasmic reticulum membrane	10	7	5.21	0.34519	1
GO:0061908	phagophore	4	3	2.08	0.34566	1
GO:0018995	host cellular component	4	3	2.08	0.34566	1
GO:1990752	microtubule end	4	3	2.08	0.34566	1
GO:0035145	exon-exon junction complex	5	4	2.61	0.34865	1
GO:0005749	mitochondrial respiratory chain complex ...	11	5	5.73	0.35040	1
GO:0071011	precatalytic spliceosome	3	3	1.56	0.35171	1
GO:0032300	mismatch repair complex	12	8	6.25	0.35744	1
GO:0033588	Elongator holoenzyme complex	7	5	3.65	0.35771	1
GO:0005751	mitochondrial respiratory chain complex ...	6	3	3.13	0.35883	1
GO:0045257	succinate dehydrogenase complex (ubiquin...	11	5	5.73	0.35897	1
GO:0030688	preribosome, small subunit precursor	11	9	5.73	0.36036	1
GO:0005776	autophagosome	24	15	12.51	0.36073	1
GO:0032777	Piccolo NuA4 histone acetyltransferase c...	3	3	1.56	0.36264	1
GO:0070470	plasma membrane respirasome	6	5	3.13	0.36372	1
GO:0009515	granal stacked thylakoid	2	2	1.04	0.36421	1
GO:0043564	Ku70:Ku80 complex	2	2	1.04	0.36811	1
GO:0032545	CURI complex	2	2	1.04	0.36811	1
GO:0070390	transcription export complex 2	2	2	1.04	0.36811	1
