GO.ID	Term	Annotated	Significant	Expected	parentchildFisher	parentchildFisher_fdr
GO:0022414	reproductive process	1789	1358	1269.61	4.7e-07	6.15086956521739e-05
GO:0032774	RNA biosynthetic process	2273	1760	1613.09	6.6e-07	8.4536170212766e-05
GO:0010468	regulation of gene expression	2589	2033	1837.35	7.6e-07	9.53166666666667e-05
GO:0031326	regulation of cellular biosynthetic proc...	2432	1887	1725.93	7.8e-07	9.58285714285714e-05
GO:0009615	response to virus	82	72	58.19	9.0e-07	0.00010836
GO:0042221	response to chemical	3023	2310	2145.34	1.9e-06	0.000224274509803922
GO:0009892	negative regulation of metabolic process	720	577	510.97	2.4e-06	0.000277846153846154
GO:0010629	negative regulation of gene expression	547	456	388.19	3.1e-06	0.00035211320754717
GO:0051656	establishment of organelle localization	95	88	67.42	3.5e-06	0.000390185185185185
GO:0006928	movement of cell or subcellular componen...	101	92	71.68	4.0e-06	0.000437818181818182
GO:0045184	establishment of protein localization	870	684	617.42	4.4e-06	0.000473
GO:0009606	tropism	123	105	87.29	4.8e-06	0.000506947368421053
GO:0009889	regulation of biosynthetic process	2458	1905	1744.38	6.5e-06	0.000674655172413793
GO:1900150	regulation of defense response to fungus	33	29	23.42	8.4e-06	0.000857084745762712
GO:0006139	nucleobase-containing compound metabolic...	4314	3303	3061.53	9.6e-06	0.00095727868852459
GO:0052546	cell wall pectin metabolic process	53	47	37.61	9.7e-06	0.00095727868852459
GO:0006396	RNA processing	882	705	625.93	1.0e-05	0.000970967741935484
GO:0009311	oligosaccharide metabolic process	101	89	71.68	1.1e-05	0.00105111111111111
GO:0051253	negative regulation of RNA metabolic pro...	290	247	205.81	1.4e-05	0.00129661538461538
GO:0010556	regulation of macromolecule biosynthetic...	2338	1818	1659.22	1.4e-05	0.00129661538461538
GO:0006259	DNA metabolic process	544	457	386.06	1.5e-05	0.00136818181818182
GO:0006325	chromatin organization	435	372	308.71	2.0e-05	0.00179701492537313
GO:0040007	growth	629	491	446.38	2.6e-05	0.00230176470588235
GO:0018209	peptidyl-serine modification	82	79	58.19	2.9e-05	0.00253014492753623
GO:0051252	regulation of RNA metabolic process	2176	1702	1544.25	3.0e-05	0.00258
GO:0048518	positive regulation of biological proces...	1302	986	924	3.7e-05	0.00309135135135135
GO:0042886	amide transport	901	704	639.42	3.8e-05	0.00309135135135135
GO:0006403	RNA localization	104	93	73.81	3.8e-05	0.00309135135135135
GO:0051607	defense response to virus	51	45	36.19	3.8e-05	0.00309135135135135
GO:0051649	establishment of localization in cell	742	583	526.58	4.1e-05	0.00329093333333333
GO:0048511	rhythmic process	147	125	104.32	4.8e-05	0.0038021052631579
GO:0031327	negative regulation of cellular biosynth...	366	302	259.74	5.1e-05	0.00398727272727273
GO:0010558	negative regulation of macromolecule bio...	347	289	246.26	5.3e-05	0.00409051282051282
GO:0006757	ATP generation from ADP	72	64	51.1	6.1e-05	0.00464835443037975
GO:0045934	negative regulation of nucleobase-contai...	307	261	217.87	6.4e-05	0.004816
GO:0007018	microtubule-based movement	69	68	48.97	6.5e-05	0.00483086419753086
GO:2000113	negative regulation of cellular macromol...	345	287	244.84	7.6e-05	0.00557951219512195
GO:0048583	regulation of response to stimulus	677	541	480.45	8.0e-05	0.00580240963855422
GO:0050657	nucleic acid transport	96	85	68.13	8.6e-05	0.00616333333333333
GO:0016458	gene silencing	182	154	129.16	9.2e-05	0.00651
GO:0061572	actin filament bundle organization	23	23	16.32	9.3e-05	0.00651
GO:0035821	modulation of process of other organism	21	21	14.9	9.7e-05	0.00671195402298851
GO:0016049	cell growth	378	306	268.26	0.00010	0.00684090909090909
GO:0080090	regulation of primary metabolic process	2825	2182	2004.83	0.00011	0.00735777777777778
GO:0070646	protein modification by small protein re...	81	71	57.48	0.00011	0.00735777777777778
GO:0007165	signal transduction	1797	1371	1275.28	0.00012	0.00793846153846154
GO:0000165	MAPK cascade	32	32	22.71	0.00015	0.00981521739130435
GO:0080134	regulation of response to stress	354	285	251.22	0.00026	0.0168301075268817
GO:0006406	mRNA export from nucleus	30	30	21.29	0.00028	0.017931914893617
GO:0009890	negative regulation of biosynthetic proc...	371	303	263.29	0.00029	0.0179979381443299
GO:0002831	regulation of response to biotic stimulu...	154	124	109.29	0.00029	0.0179979381443299
GO:0031497	chromatin assembly	85	78	60.32	0.00029	0.0179979381443299
GO:0006096	glycolytic process	72	64	51.1	0.00031	0.0188505050505051
GO:0006974	cellular response to DNA damage stimulus	376	330	266.84	0.00031	0.0188505050505051
GO:0009637	response to blue light	99	92	70.26	0.00032	0.019264
GO:0022406	membrane docking	53	49	37.61	0.00033	0.0192873786407767
GO:0034654	nucleobase-containing compound biosynthe...	2577	1987	1828.83	0.00033	0.0192873786407767
GO:0016071	mRNA metabolic process	561	455	398.13	0.00033	0.0192873786407767
GO:0071824	protein-DNA complex subunit organization	130	113	92.26	0.00039	0.02236
GO:0051236	establishment of RNA localization	96	85	68.13	0.00039	0.02236
GO:0051273	beta-glucan metabolic process	95	83	67.42	0.00042	0.0238528301886792
GO:0046856	phosphatidylinositol dephosphorylation	25	25	17.74	0.00047	0.0261981481481481
GO:0018130	heterocycle biosynthetic process	2806	2150	1991.34	0.00047	0.0261981481481481
GO:0019438	aromatic compound biosynthetic process	2879	2198	2043.15	0.00049	0.0270623853211009
GO:0002376	immune system process	392	307	278.19	0.00054	0.0295527272727273
GO:0031503	protein-containing complex localization	61	56	43.29	0.00056	0.0303711711711712
GO:0006260	DNA replication	190	161	134.84	0.00059	0.0317125
GO:0055067	monovalent inorganic cation homeostasis	81	74	57.48	0.00064	0.0337964912280702
GO:0046839	phospholipid dephosphorylation	25	25	17.74	0.00064	0.0337964912280702
GO:0022603	regulation of anatomical structure morph...	152	134	107.87	0.00069	0.03612
GO:0055082	cellular chemical homeostasis	162	135	114.97	0.00075	0.0389224137931034
GO:1902679	negative regulation of RNA biosynthetic ...	281	238	199.42	0.00077	0.0396188034188034
GO:0071805	potassium ion transmembrane transport	48	45	34.06	0.00078	0.0397932203389831
GO:0048523	negative regulation of cellular process	756	587	536.51	0.00079	0.0399647058823529
GO:1903507	negative regulation of nucleic acid-temp...	281	238	199.42	0.00085	0.0426416666666667
GO:0044403	symbiotic process	86	69	61.03	0.00091	0.0452743801652893
GO:0006897	endocytosis	80	73	56.77	0.00092	0.0453967213114754
GO:0010605	negative regulation of macromolecule met...	668	541	474.06	0.00095	0.0464959349593496
GO:0009817	defense response to fungus, incompatible...	48	34	34.06	0.00096	0.0466064516129032
GO:0060255	regulation of macromolecule metabolic pr...	3022	2356	2144.63	0.00098	0.0471968
GO:0006400	tRNA modification	87	67	61.74	0.00100	0.0477777777777778
GO:0009737	response to abscisic acid	616	495	437.16	0.00104	0.04816
GO:0051712	positive regulation of killing of cells ...	3	3	2.13	0.00104	0.04816
GO:0051709	regulation of killing of cells of other ...	3	3	2.13	0.00104	0.04816
GO:0051883	killing of cells in other organism invol...	3	3	2.13	0.00104	0.04816
GO:0007154	cell communication	2087	1575	1481.09	0.00106	0.0487114503816794
GO:0046907	intracellular transport	699	542	496.06	0.00114	0.0519909090909091
GO:0030865	cortical cytoskeleton organization	38	37	26.97	0.00116	0.0521134328358209
GO:1903046	meiotic cell cycle process	154	134	109.29	0.00116	0.0521134328358209
GO:0033015	tetrapyrrole catabolic process	23	22	16.32	0.00125	0.0557407407407407
GO:0006816	calcium ion transport	59	55	41.87	0.00127	0.0558058394160584
GO:0009581	detection of external stimulus	62	53	44	0.00127	0.0558058394160584
GO:0051276	chromosome organization	645	556	457.74	0.00133	0.0580188405797101
GO:0051338	regulation of transferase activity	177	141	125.61	0.00136	0.0589007194244604
GO:0010118	stomatal movement	132	111	93.68	0.00139	0.05977
GO:0071166	ribonucleoprotein complex localization	50	46	35.48	0.00141	0.0602
GO:0016192	vesicle-mediated transport	499	391	354.13	0.00161	0.067725
GO:0019219	regulation of nucleobase-containing comp...	2233	1748	1584.7	0.00161	0.067725
GO:0009408	response to heat	229	185	162.52	0.00162	0.067725
GO:0046686	response to cadmium ion	343	294	243.42	0.00164	0.068088275862069
GO:0050684	regulation of mRNA processing	44	42	31.23	0.00174	0.0717452054794521
GO:0009832	plant-type cell wall biogenesis	167	127	118.52	0.00177	0.0724857142857143
GO:0006090	pyruvate metabolic process	93	81	66	0.00182	0.0740297297297297
GO:0009086	methionine biosynthetic process	29	28	20.58	0.00191	0.0771691275167785
GO:0009888	tissue development	625	506	443.55	0.00193	0.0772302631578947
GO:0007059	chromosome segregation	139	116	98.64	0.00194	0.0772302631578947
GO:0030203	glycosaminoglycan metabolic process	6	6	4.26	0.00195	0.0772302631578947
GO:0031407	oxylipin metabolic process	25	24	17.74	0.00199	0.0777909090909091
GO:0045892	negative regulation of transcription, DN...	279	236	198	0.00199	0.0777909090909091
GO:0009991	response to extracellular stimulus	239	182	169.61	0.00204	0.0792309677419355
GO:0006813	potassium ion transport	94	81	66.71	0.00207	0.0798807692307692
GO:0044093	positive regulation of molecular functio...	231	184	163.93	0.00213	0.0816726114649682
GO:0006886	intracellular protein transport	570	446	404.51	0.00224	0.085346835443038
GO:0009833	plant-type primary cell wall biogenesis	26	26	18.45	0.00226	0.0855672955974843
GO:0051017	actin filament bundle assembly	23	23	16.32	0.00229	0.08616125
GO:0007163	establishment or maintenance of cell pol...	19	19	13.48	0.00232	0.0867478260869565
GO:0042026	protein refolding	27	27	19.16	0.00238	0.088441975308642
GO:0065004	protein-DNA complex assembly	112	96	79.48	0.00243	0.0897460122699386
GO:0003006	developmental process involved in reprod...	1435	1117	1018.38	0.00246	0.0903
GO:0051128	regulation of cellular component organiz...	406	332	288.13	0.00249	0.0908472727272727
GO:0009719	response to endogenous stimulus	1749	1334	1241.22	0.00256	0.0928385542168675
GO:0070988	demethylation	33	31	23.42	0.00258	0.0930035928143712
GO:0009250	glucan biosynthetic process	128	107	90.84	0.00262	0.0938833333333333
GO:0002237	response to molecule of bacterial origin	36	33	25.55	0.00276	0.0983147928994083
GO:0032101	regulation of response to external stimu...	159	127	112.84	0.00280	0.0991529411764706
GO:0009653	anatomical structure morphogenesis	909	724	645.09	0.00283	0.0996292397660819
GO:0033500	carbohydrate homeostasis	32	31	22.71	0.00301	0.10535
GO:0051171	regulation of nitrogen compound metaboli...	2758	2138	1957.28	0.00311	0.108220809248555
GO:0140352	export from cell	117	98	83.03	0.00314	0.108636781609195
GO:0104004	cellular response to environmental stimu...	204	175	144.77	0.00316	0.108704
GO:0043085	positive regulation of catalytic activit...	214	168	151.87	0.00326	0.111506818181818
GO:0031408	oxylipin biosynthetic process	24	23	17.03	0.00338	0.114714444444444
GO:0071103	DNA conformation change	179	165	127.03	0.00341	0.114714444444444
GO:1901564	organonitrogen compound metabolic proces...	5541	4184	3932.3	0.00342	0.114714444444444
GO:0030258	lipid modification	128	105	90.84	0.00343	0.114714444444444
GO:0071214	cellular response to abiotic stimulus	204	175	144.77	0.00353	0.117406629834254
GO:0009414	response to water deprivation	369	289	261.87	0.00373	0.123376923076923
GO:0016119	carotene metabolic process	12	12	8.52	0.00385	0.126650273224044
GO:0006112	energy reserve metabolic process	22	20	15.61	0.00393	0.128579347826087
GO:0051321	meiotic cell cycle	188	160	133.42	0.00398	0.129511351351351
GO:0006457	protein folding	178	145	126.32	0.00411	0.132633155080214
GO:0046031	ADP metabolic process	72	64	51.1	0.00412	0.132633155080214
GO:0031647	regulation of protein stability	25	24	17.74	0.00421	0.134809574468085
GO:0009132	nucleoside diphosphate metabolic process	84	74	59.61	0.00430	0.135763541666667
GO:0071496	cellular response to external stimulus	195	149	138.39	0.00431	0.135763541666667
GO:0019318	hexose metabolic process	134	112	95.1	0.00431	0.135763541666667
GO:0045292	mRNA cis splicing, via spliceosome	36	34	25.55	0.00433	0.135763541666667
GO:0045491	xylan metabolic process	53	40	37.61	0.00439	0.136931606217617
GO:0006351	transcription, DNA-templated	2263	1753	1605.99	0.00442	0.137156701030928
GO:0016051	carbohydrate biosynthetic process	366	289	259.74	0.00447	0.137907142857143
GO:1905634	regulation of protein localization to ch...	7	7	4.97	0.00449	0.137907142857143
GO:1902025	nitrate import	13	13	9.23	0.00461	0.140874111675127
GO:0009060	aerobic respiration	91	63	64.58	0.00479	0.145508542713568
GO:0051348	negative regulation of transferase activ...	22	20	15.61	0.00481	0.145508542713568
GO:0048278	vesicle docking	52	48	36.9	0.00485	0.145985
GO:0010208	pollen wall assembly	41	36	29.1	0.00496	0.148553233830846
GO:0015914	phospholipid transport	28	24	19.87	0.00549	0.163612871287129
GO:0052542	defense response by callose deposition	22	20	15.61	0.00555	0.164369607843137
GO:0043622	cortical microtubule organization	33	32	23.42	0.00557	0.164369607843137
GO:0007186	G protein-coupled receptor signaling pat...	19	19	13.48	0.00568	0.166798048780488
GO:0051049	regulation of transport	146	120	103.61	0.00571	0.166865048543689
GO:0030004	cellular monovalent inorganic cation hom...	44	42	31.23	0.00582	0.168444230769231
GO:1901362	organic cyclic compound biosynthetic pro...	2998	2274	2127.6	0.00582	0.168444230769231
GO:0034637	cellular carbohydrate biosynthetic proce...	222	181	157.55	0.00625	0.179458767772512
GO:0030641	regulation of cellular pH	35	35	24.84	0.00628	0.179458767772512
GO:0001510	RNA methylation	75	60	53.23	0.00629	0.179458767772512
GO:0006165	nucleoside diphosphate phosphorylation	78	69	55.35	0.00637	0.17947476635514
GO:0043087	regulation of GTPase activity	67	54	47.55	0.00638	0.17947476635514
GO:0048878	chemical homeostasis	370	290	262.58	0.00638	0.17947476635514
GO:0034401	chromatin organization involved in regul...	72	65	51.1	0.00646	0.180321296296296
GO:0006611	protein export from nucleus	57	52	40.45	0.00647	0.180321296296296
GO:0140013	meiotic nuclear division	110	99	78.06	0.00653	0.181154838709677
GO:0040029	regulation of gene expression, epigeneti...	72	65	51.1	0.00664	0.182524200913242
GO:0051179	localization	2927	2133	2077.22	0.00664	0.182524200913242
GO:0010035	response to inorganic substance	963	763	683.42	0.00685	0.187440909090909
GO:0071669	plant-type cell wall organization or bio...	290	206	205.81	0.00721	0.196399095022624
GO:0051667	establishment of plastid localization	29	28	20.58	0.00732	0.198497297297297
GO:0031324	negative regulation of cellular metaboli...	499	397	354.13	0.00768	0.207325560538117
GO:0006555	methionine metabolic process	32	30	22.71	0.00777	0.20881875
GO:0000281	mitotic cytokinesis	39	38	27.68	0.00821	0.219490265486726
GO:0000096	sulfur amino acid metabolic process	75	61	53.23	0.00824	0.219490265486726
GO:0009767	photosynthetic electron transport chain	57	43	40.45	0.00910	0.2408
GO:0060321	acceptance of pollen	10	10	7.1	0.00912	0.2408
GO:0009765	photosynthesis, light harvesting	39	34	27.68	0.00918	0.24132576419214
GO:0098655	cation transmembrane transport	292	226	207.22	0.00974	0.254872727272727
GO:0046149	pigment catabolic process	20	20	14.19	0.00978	0.254872727272727
GO:0009314	response to radiation	748	608	530.84	0.01002	0.259402575107296
GO:1901068	guanosine-containing compound metabolic ...	22	18	15.61	0.01004	0.259402575107296
GO:0034204	lipid translocation	19	17	13.48	0.01026	0.263953846153846
GO:0097305	response to alcohol	620	499	440	0.01050	0.268978723404255
GO:0006614	SRP-dependent cotranslational protein ta...	24	18	17.03	0.01063	0.271155084745763
GO:0032386	regulation of intracellular transport	29	27	20.58	0.01108	0.28144135021097
GO:0051726	regulation of cell cycle	248	205	176	0.01133	0.286582352941176
GO:0042440	pigment metabolic process	184	148	130.58	0.01151	0.288313223140496
GO:0006970	response to osmotic stress	670	517	475.48	0.01156	0.288313223140496
GO:0009058	biosynthetic process	5259	3893	3732.17	0.01156	0.288313223140496
GO:0044003	modulation by symbiont of host process	20	20	14.19	0.01159	0.288313223140496
GO:0048209	regulation of vesicle targeting, to, fro...	18	16	12.77	0.01177	0.290477235772358
GO:0048869	cellular developmental process	820	623	581.93	0.01183	0.290477235772358
GO:0033013	tetrapyrrole metabolic process	101	86	71.68	0.01186	0.290477235772358
GO:0010359	regulation of anion channel activity	11	10	7.81	0.01187	0.290477235772358
GO:0000910	cytokinesis	105	97	74.52	0.01194	0.291007287449393
GO:1901360	organic cyclic compound metabolic proces...	4900	3696	3477.4	0.01205	0.292504032258064
GO:1901700	response to oxygen-containing compound	1707	1331	1211.41	0.01213	0.292605577689243
GO:0006123	mitochondrial electron transport, cytoch...	7	6	4.97	0.01219	0.292605577689243
GO:0008360	regulation of cell shape	34	31	24.13	0.01220	0.292605577689243
GO:0060627	regulation of vesicle-mediated transport	43	39	30.52	0.01233	0.29455
GO:1903311	regulation of mRNA metabolic process	61	55	43.29	0.01269	0.301
GO:0046483	heterocycle metabolic process	4649	3536	3299.27	0.01270	0.301
GO:0019752	carboxylic acid metabolic process	1068	795	757.93	0.01288	0.304069019607843
GO:0048024	regulation of mRNA splicing, via spliceo...	33	31	23.42	0.01298	0.3052328125
GO:0010038	response to metal ion	479	394	339.93	0.01308	0.306387548638132
GO:0010119	regulation of stomatal movement	87	75	61.74	0.01329	0.3101
GO:0006900	vesicle budding from membrane	39	36	27.68	0.01346	0.312763218390805
GO:0000373	Group II intron splicing	18	18	12.77	0.01353	0.312763218390805
GO:0032940	secretion by cell	99	85	70.26	0.01356	0.312763218390805
GO:0022604	regulation of cell morphogenesis	94	85	66.71	0.01397	0.320990076335878
GO:0080092	regulation of pollen tube growth	34	31	24.13	0.01409	0.322516349809886
GO:0002833	positive regulation of response to bioti...	69	54	48.97	0.01460	0.332924242424242
GO:0071478	cellular response to radiation	136	120	96.52	0.01489	0.338255849056604
GO:0001558	regulation of cell growth	95	83	67.42	0.01518	0.343547368421053
GO:0046247	terpene catabolic process	9	9	6.39	0.01531	0.345191760299626
GO:0046854	phosphatidylinositol phosphorylation	33	30	23.42	0.01557	0.349744029850746
GO:0043484	regulation of RNA splicing	40	37	28.39	0.01572	0.351800743494424
GO:0030048	actin filament-based movement	21	21	14.9	0.01614	0.359862222222222
GO:0051606	detection of stimulus	92	77	65.29	0.01630	0.361863970588235
GO:0005984	disaccharide metabolic process	72	64	51.1	0.01635	0.361863970588235
GO:0009718	anthocyanin-containing compound biosynth...	32	30	22.71	0.01666	0.367374358974359
GO:0006081	cellular aldehyde metabolic process	48	42	34.06	0.01684	0.369988321167883
GO:0043200	response to amino acid	32	30	22.71	0.01707	0.373677818181818
GO:0044262	cellular carbohydrate metabolic process	489	384	347.03	0.01715	0.37406884057971
GO:0015772	oligosaccharide transport	19	18	13.48	0.01729	0.375761010830325
GO:0016571	histone methylation	82	72	58.19	0.01739	0.376570212765957
GO:0018298	protein-chromophore linkage	56	52	39.74	0.01752	0.376570212765957
GO:0006623	protein targeting to vacuole	42	37	29.81	0.01753	0.376570212765957
GO:0030433	ubiquitin-dependent ERAD pathway	30	25	21.29	0.01758	0.376570212765957
GO:0005996	monosaccharide metabolic process	180	141	127.74	0.01764	0.376570212765957
GO:0010017	red or far-red light signaling pathway	75	65	53.23	0.01773	0.37715406360424
GO:0006890	retrograde vesicle-mediated transport, G...	43	39	30.52	0.01796	0.379385416666667
GO:0071216	cellular response to biotic stimulus	13	13	9.23	0.01806	0.379385416666667
GO:0006903	vesicle targeting	25	23	17.74	0.01807	0.379385416666667
GO:0000413	protein peptidyl-prolyl isomerization	58	45	41.16	0.01809	0.379385416666667
GO:0006887	exocytosis	80	70	56.77	0.01815	0.379385416666667
GO:0006914	autophagy	86	68	61.03	0.01841	0.383488581314879
GO:0015672	monovalent inorganic cation transport	210	166	149.03	0.01861	0.386317931034483
GO:0006672	ceramide metabolic process	29	25	20.58	0.01917	0.396454109589041
GO:0050793	regulation of developmental process	707	558	501.74	0.01923	0.396454109589041
GO:0046903	secretion	109	90	77.35	0.01982	0.407223208191126
GO:0010243	response to organonitrogen compound	253	208	179.55	0.02003	0.40997220338983
GO:0051169	nuclear transport	109	93	77.35	0.02009	0.40997220338983
GO:0120253	hydrocarbon catabolic process	10	10	7.1	0.02046	0.416112162162162
GO:0048522	positive regulation of cellular process	1092	823	774.96	0.02063	0.418156902356902
GO:0009409	response to cold	412	316	292.39	0.02077	0.419581879194631
GO:0071427	mRNA-containing ribonucleoprotein comple...	30	30	21.29	0.02104	0.423614715719064
GO:0051510	regulation of unidimensional cell growth	59	54	41.87	0.02115	0.42441
GO:0046434	organophosphate catabolic process	44	37	31.23	0.02126	0.4252
GO:0051693	actin filament capping	13	11	9.23	0.02171	0.431731353135314
GO:0043102	amino acid salvage	11	11	7.81	0.02173	0.431731353135314
GO:0072511	divalent inorganic cation transport	110	90	78.06	0.02188	0.432847868852459
GO:0051123	RNA polymerase II preinitiation complex ...	20	19	14.19	0.02193	0.432847868852459
GO:0001522	pseudouridine synthesis	27	22	19.16	0.02232	0.438990909090909
GO:0048366	leaf development	354	285	251.22	0.02240	0.438990909090909
GO:0120029	proton export across plasma membrane	11	11	7.81	0.02246	0.438990909090909
GO:0000380	alternative mRNA splicing, via spliceoso...	35	32	24.84	0.02287	0.445557928802589
GO:0046463	acylglycerol biosynthetic process	27	22	19.16	0.02304	0.447144694533762
GO:0140029	exocytic process	24	22	17.03	0.02310	0.447144694533762
GO:0010228	vegetative to reproductive phase transit...	209	173	148.32	0.02323	0.447364856230032
GO:1905269	positive regulation of chromatin organiz...	23	23	16.32	0.02326	0.447364856230032
GO:0033692	cellular polysaccharide biosynthetic pro...	180	146	127.74	0.02348	0.45015796178344
GO:0071482	cellular response to light stimulus	128	112	90.84	0.02359	0.450831111111111
GO:0030834	regulation of actin filament depolymeriz...	17	14	12.06	0.02388	0.454907547169811
GO:0031349	positive regulation of defense response	77	59	54.64	0.02402	0.454907547169811
GO:0045595	regulation of cell differentiation	72	62	51.1	0.02403	0.454907547169811
GO:0061727	methylglyoxal catabolic process to lacta...	7	7	4.97	0.02424	0.457444514106583
GO:0032504	multicellular organism reproduction	186	152	132	0.02451	0.460975925925926
GO:0051098	regulation of binding	18	17	12.77	0.02464	0.460975925925926
GO:0006874	cellular calcium ion homeostasis	24	22	17.03	0.02472	0.460975925925926
GO:0051168	nuclear export	62	57	44	0.02479	0.460975925925926
GO:0009395	phospholipid catabolic process	12	12	8.52	0.02481	0.460975925925926
GO:0090114	COPII-coated vesicle budding	21	19	14.9	0.02512	0.465299692307692
GO:0031058	positive regulation of histone modificat...	19	19	13.48	0.02540	0.469042944785276
GO:1903506	regulation of nucleic acid-templated tra...	2104	1640	1493.15	0.02548	0.469081345565749
GO:0009893	positive regulation of metabolic process	851	645	603.93	0.02562	0.470220731707317
GO:0009629	response to gravity	97	84	68.84	0.02592	0.47428085106383
GO:0031348	negative regulation of defense response	56	44	39.74	0.02600	0.47430303030303
GO:0055074	calcium ion homeostasis	25	23	17.74	0.02613	0.475072289156627
GO:0035459	vesicle cargo loading	12	12	8.52	0.02620	0.475072289156627
GO:0034728	nucleosome organization	69	64	48.97	0.02646	0.478345945945946
GO:0016139	glycoside catabolic process	7	7	4.97	0.02666	0.480518562874251
GO:0070838	divalent metal ion transport	108	89	76.64	0.02681	0.481779701492537
GO:0048316	seed development	589	471	418	0.02694	0.482675
GO:0043406	positive regulation of MAP kinase activi...	11	11	7.81	0.02705	0.483207715133531
GO:0060968	regulation of gene silencing	56	49	39.74	0.02719	0.484271597633136
GO:0015977	carbon fixation	25	23	17.74	0.02746	0.487637758112094
GO:0010540	basipetal auxin transport	18	17	12.77	0.02755	0.487797058823529
GO:0015996	chlorophyll catabolic process	19	19	13.48	0.02797	0.493781231671554
GO:0043618	regulation of transcription from RNA pol...	26	23	18.45	0.02849	0.501490643274854
GO:0033962	P-body assembly	13	13	9.23	0.02870	0.503632853025937
GO:0070588	calcium ion transmembrane transport	29	27	20.58	0.02888	0.503632853025937
GO:0051172	negative regulation of nitrogen compound...	450	358	319.35	0.02891	0.503632853025937
GO:0034427	nuclear-transcribed mRNA catabolic proce...	14	13	9.94	0.02899	0.503632853025937
GO:0036003	positive regulation of transcription fro...	24	21	17.03	0.02903	0.503632853025937
GO:0043405	regulation of MAP kinase activity	13	13	9.23	0.02915	0.503679083094556
